index,home_outcome,stage,B365H,B365D,B365A,year,on_target_shot_home_team,on_target_shot_away_team,off_target_shot_home_team,off_target_shot_away_team,foul_home_team,foul_away_team,yellow_card_home_team,yellow_card_away_team,red_card_home_team,red_card_away_team,crosses_home_team,crosses_away_team,corner_home_team,corner_away_team,possession_home_team,possession_away_team,starplayer_Away,starplayer_Home,starplayer_No
2386,1,34,6.5,4.0,1.53,2010,7,7,2,8,13,13,1,2,0,0,8,21,1,7,44.0,56.0,1,0,0
2387,1,34,2.25,3.3,3.3,2010,4,7,7,3,11,8,2,2,0,0,36,21,7,7,49.0,51.0,0,0,1
2388,0,35,6.5,4.0,1.53,2010,10,7,6,3,13,16,2,1,0,0,14,3,8,3,46.0,54.0,0,0,1
2389,0,35,4.0,3.6,1.91,2010,12,8,9,4,8,16,2,4,0,0,25,15,13,4,57.0,43.0,1,0,0
2390,0,35,1.62,3.75,6.0,2010,7,2,5,4,8,12,3,2,0,0,20,6,3,1,58.0,42.0,0,0,1
2391,1,35,2.1,3.25,3.75,2010,4,5,7,6,9,4,1,2,0,0,25,6,5,1,56.0,44.0,0,0,1
2392,1,35,5.5,3.75,1.67,2010,10,6,6,3,5,12,0,0,0,0,17,34,7,6,45.0,55.0,0,0,1
2393,0,35,1.33,5.0,10.0,2010,9,2,8,3,7,12,0,2,0,0,29,14,9,2,65.0,35.0,0,1,0
2394,1,35,2.1,3.25,3.75,2010,2,0,11,6,9,8,1,0,0,0,24,22,5,9,54.0,46.0,0,0,1
2395,1,35,2.8,3.25,2.6,2010,10,2,4,6,15,12,3,2,0,0,22,27,4,2,41.0,59.0,0,0,1
2396,1,35,1.73,3.6,5.0,2010,5,4,5,6,10,13,0,0,0,0,14,10,8,1,51.0,49.0,0,0,1
2397,1,35,2.88,3.5,2.4,2010,4,5,4,8,8,12,2,1,0,0,23,30,7,5,47.0,53.0,1,0,0
2398,0,36,1.36,4.5,10.0,2010,7,4,6,3,6,7,0,1,0,0,41,8,10,2,56.0,44.0,0,0,1
2399,1,36,2.38,3.4,3.0,2010,6,3,3,5,10,14,1,3,1,1,21,23,3,6,51.0,49.0,0,0,1
2400,1,36,2.2,3.25,3.4,2010,5,6,8,3,10,11,0,1,0,0,18,15,4,4,52.0,48.0,0,0,1
2401,0,36,1.83,3.6,4.33,2010,2,6,4,6,10,12,1,2,0,0,14,19,4,5,48.0,52.0,0,0,1
2402,0,36,1.5,4.2,7.0,2010,7,2,7,6,15,11,1,0,0,0,29,17,4,4,58.0,42.0,0,1,0
2403,0,36,1.14,8.0,21.0,2010,12,2,12,1,12,11,0,3,0,0,25,8,6,0,64.0,36.0,0,1,0
2404,1,36,5.5,4.0,1.62,2010,7,6,7,2,12,12,2,1,0,0,13,8,4,5,48.0,52.0,1,0,0
2405,1,36,1.53,4.0,6.5,2010,7,3,6,8,17,13,1,1,0,0,31,10,11,5,54.0,46.0,0,0,1
2406,0,36,1.62,3.75,6.0,2010,7,10,5,5,12,13,1,4,0,0,13,11,6,5,52.0,48.0,0,0,1
2407,1,36,2.0,3.5,3.75,2010,4,2,6,1,13,14,4,2,0,0,7,3,5,1,53.0,47.0,0,0,1
2408,1,37,1.8,3.6,4.5,2010,3,1,8,3,10,14,2,0,0,0,13,12,8,1,50.0,50.0,0,0,1
2409,0,37,1.29,5.5,10.0,2010,8,5,11,5,13,12,0,3,0,0,43,18,11,7,58.0,42.0,0,0,1
2410,1,37,9.5,4.75,1.36,2010,5,8,6,7,10,10,3,2,0,0,23,21,9,4,42.0,58.0,1,0,0
2411,1,37,3.6,3.3,2.1,2010,4,8,6,2,10,9,0,0,0,0,14,7,6,5,48.0,52.0,0,0,1
2412,0,37,2.38,3.25,3.1,2010,4,11,3,5,8,6,0,1,0,0,18,24,7,8,55.0,45.0,0,0,1
2413,0,37,1.83,3.6,4.33,2010,11,5,7,4,7,10,1,2,0,0,33,29,13,5,50.0,50.0,0,0,1
2414,0,37,1.5,4.2,7.0,2010,4,5,8,4,9,8,2,1,0,0,13,19,6,8,54.0,46.0,0,0,1
2415,0,37,3.5,3.4,2.1,2010,5,4,2,2,21,16,2,2,0,0,23,28,5,8,46.0,54.0,0,0,1
2416,0,37,2.38,3.25,3.1,2010,3,3,1,2,13,15,0,0,0,0,32,24,9,3,57.0,43.0,0,0,1
2417,1,37,4.0,3.8,1.83,2010,2,8,6,5,8,9,1,2,0,0,19,9,9,5,49.0,51.0,0,1,0
2418,0,38,2.25,3.4,3.25,2010,4,4,6,6,11,20,1,2,0,0,8,4,4,1,50.0,50.0,0,0,1
2419,0,38,1.29,5.5,11.0,2010,11,4,9,3,8,8,0,0,0,0,10,0,12,1,65.0,35.0,0,0,1
2420,0,38,1.1,10.0,23.0,2010,3,3,7,1,12,10,2,2,0,1,17,7,2,3,58.0,42.0,0,1,0
2421,0,38,7.0,4.2,1.5,2010,5,5,4,5,6,3,0,0,0,0,11,18,5,6,52.0,48.0,0,0,1
2422,0,38,2.25,3.3,3.3,2010,4,5,2,3,16,16,2,5,0,0,11,13,3,6,41.0,59.0,0,0,1
2423,1,38,1.57,4.0,6.0,2010,10,2,6,5,7,7,2,1,0,0,34,12,9,6,52.0,48.0,0,0,1
2424,0,38,1.2,7.0,13.0,2010,6,1,8,2,11,9,2,2,0,0,7,4,4,2,52.0,48.0,0,0,1
2425,0,38,1.13,8.0,23.0,2010,11,7,8,0,10,6,2,0,0,0,22,11,10,2,55.0,45.0,0,1,0
2426,1,38,4.0,3.6,1.91,2010,6,7,4,6,5,3,2,0,0,0,6,16,4,3,45.0,55.0,0,0,1
2427,1,38,6.5,3.8,1.57,2010,8,5,4,11,11,8,1,0,0,0,19,20,2,6,47.0,53.0,1,0,0
2428,0,4,2.2,3.3,3.5,2009,6,4,6,7,21,15,3,6,0,0,12,9,6,5,47.0,53.0,0,1,0
2429,0,4,1.36,4.75,9.0,2009,15,4,6,6,7,7,2,2,0,0,30,12,6,3,55.0,45.0,0,0,1
2430,0,4,1.73,3.6,5.25,2009,1,2,6,3,10,9,1,2,0,0,18,9,9,4,56.0,44.0,0,0,1
2431,0,4,1.73,3.6,5.25,2009,14,5,12,5,10,24,1,5,0,0,26,10,12,4,56.0,44.0,0,0,1
2432,1,4,2.1,3.3,3.6,2009,14,2,7,2,9,14,0,2,0,0,28,19,8,2,54.0,46.0,0,0,1
2433,1,4,2.2,3.3,3.5,2009,8,4,13,7,12,18,1,3,0,0,22,7,5,2,54.0,46.0,0,0,1
2434,1,4,7.0,4.0,1.53,2009,3,13,2,13,15,8,3,1,0,0,11,17,5,11,37.0,63.0,1,0,0
2435,1,4,6.5,3.8,1.57,2009,7,7,6,4,13,7,2,1,0,0,14,26,3,11,42.0,58.0,0,0,1
2436,0,4,2.38,3.25,3.2,2009,5,6,5,2,11,10,0,2,0,0,30,30,10,10,49.0,51.0,0,0,1
2437,0,4,1.14,8.0,21.0,2009,17,2,16,3,8,6,0,1,0,0,24,9,10,1,64.0,36.0,0,1,0
2438,0,5,1.2,6.5,15.0,2009,11,4,12,3,8,10,0,2,0,0,33,15,7,5,59.0,41.0,0,1,0
2439,0,5,1.75,3.5,5.0,2009,4,5,2,3,20,17,2,2,0,0,22,13,7,8,55.0,45.0,0,0,1
2440,1,5,3.1,3.4,2.3,2009,7,12,5,3,12,11,3,2,0,0,16,22,3,8,49.0,51.0,1,0,0
2441,0,5,2.88,3.25,2.5,2009,3,7,5,11,14,12,3,2,0,0,7,24,3,12,42.0,58.0,0,0,1
2442,0,5,1.83,3.5,4.5,2009,4,3,3,4,13,14,1,2,0,0,27,17,9,6,58.0,42.0,0,0,1
2443,0,5,2.6,3.2,2.8,2009,10,9,8,1,5,16,1,1,0,0,26,24,6,4,55.0,45.0,0,0,1
2444,1,5,3.4,3.25,2.25,2009,7,4,5,8,7,16,1,2,0,0,21,16,7,1,55.0,45.0,0,0,1
2445,1,5,2.6,3.2,2.8,2009,8,6,13,10,14,12,2,0,0,0,34,23,7,5,52.0,48.0,0,0,1
2446,1,5,9.0,4.5,1.4,2009,1,14,2,8,12,10,3,3,0,0,15,41,5,13,38.0,62.0,1,0,0
2447,0,5,2.3,3.25,3.25,2009,6,6,6,7,14,11,2,1,0,0,15,10,6,7,51.0,49.0,0,0,1
2448,0,6,1.57,4.0,6.0,2009,8,3,10,4,14,15,2,2,0,0,47,10,11,1,60.0,40.0,0,1,0
2449,0,6,1.25,5.5,13.0,2009,10,5,12,3,4,16,2,2,0,0,25,10,4,4,70.0,30.0,0,0,1
2450,1,6,6.5,4.0,1.53,2009,4,10,4,4,14,18,3,3,0,0,7,10,4,4,48.0,52.0,1,0,0
2451,0,6,1.4,4.2,10.0,2009,5,12,2,7,17,13,2,0,0,0,25,24,7,5,52.0,48.0,0,0,1
2452,0,6,1.8,3.3,5.0,2009,9,6,10,3,15,20,1,2,0,0,20,12,6,2,51.0,49.0,0,0,1
2453,0,6,2.5,3.25,2.88,2009,3,5,8,2,15,10,1,1,0,0,25,21,3,3,51.0,49.0,0,0,1
2454,1,6,2.1,3.25,3.75,2009,5,6,6,2,7,14,2,2,0,0,31,30,4,7,48.0,52.0,0,0,1
2455,1,6,2.4,3.25,3.0,2009,8,8,7,6,13,11,0,2,0,0,20,15,10,8,45.0,55.0,0,0,1
2456,0,6,2.88,3.25,2.5,2009,1,4,6,4,2,14,0,3,0,0,14,20,4,4,50.0,50.0,0,0,1
2457,0,6,1.5,4.0,7.0,2009,13,3,8,4,6,10,0,2,0,0,33,16,11,3,55.0,45.0,0,1,0
2458,0,7,1.14,7.5,23.0,2009,5,3,12,6,9,5,1,4,0,0,32,10,13,2,54.0,46.0,0,1,0
2459,0,7,1.33,5.0,10.0,2009,9,8,7,4,7,10,1,1,0,0,15,20,2,7,53.0,47.0,0,0,1
2460,0,7,10.0,5.0,1.33,2009,8,6,6,7,11,15,1,2,0,1,4,12,4,7,51.0,49.0,1,0,0
2461,0,7,1.73,3.6,5.0,2009,7,13,1,4,20,12,1,3,0,0,16,30,7,9,55.0,45.0,0,0,1
2462,1,7,8.5,4.5,1.4,2009,1,5,1,6,12,8,1,1,0,0,6,21,2,7,41.0,59.0,1,0,0
2463,1,7,4.2,3.4,1.91,2009,12,8,6,4,14,17,0,3,0,0,21,18,5,6,45.0,55.0,0,0,1
2464,0,7,1.44,4.33,7.5,2009,9,6,8,5,18,16,1,1,0,0,16,7,11,5,50.0,50.0,0,0,1
2465,1,7,6.5,4.0,1.53,2009,11,3,8,11,13,12,4,0,0,0,20,13,4,6,45.0,55.0,0,0,1
2466,0,7,3.1,3.25,2.38,2009,9,3,7,4,14,15,2,3,0,0,24,23,6,5,52.0,48.0,0,0,1
2467,1,7,2.2,3.25,3.4,2009,5,4,6,5,9,13,2,1,0,0,39,19,8,4,49.0,51.0,0,0,1
2468,1,8,1.2,6.5,15.0,2009,13,1,6,1,11,17,2,3,0,0,44,10,14,1,54.0,46.0,0,1,0
2469,1,8,2.0,3.4,3.8,2009,5,5,7,5,8,13,1,2,0,0,30,11,8,6,58.0,42.0,0,0,1
2470,1,8,2.2,3.25,3.4,2009,11,6,9,3,10,11,3,2,0,1,29,6,7,4,65.0,35.0,0,0,1
2471,1,8,1.57,4.0,6.0,2009,15,4,5,1,5,10,1,3,0,0,21,14,8,3,52.0,48.0,0,0,1
2472,0,8,2.1,3.3,3.6,2009,9,7,4,9,14,17,1,1,0,0,11,24,5,8,49.0,51.0,1,0,0
2473,0,8,2.3,3.25,3.2,2009,10,5,4,4,18,11,0,3,0,0,21,10,8,4,55.0,45.0,0,0,1
2474,1,8,3.8,3.6,1.95,2009,10,7,5,6,15,16,2,1,0,0,30,31,5,6,53.0,47.0,0,0,1
2475,0,8,2.88,3.3,2.5,2009,4,4,6,9,10,9,0,2,0,0,8,13,4,2,50.0,50.0,0,0,1
2476,1,8,2.75,3.25,2.63,2009,6,7,7,3,12,9,1,2,0,0,10,19,6,6,50.0,50.0,0,0,1
2477,0,8,1.2,6.5,15.0,2009,12,4,8,2,11,8,1,1,0,0,15,3,8,1,63.0,37.0,0,0,1
2478,0,9,2.1,3.3,3.6,2009,3,10,7,2,18,14,3,3,0,0,26,33,5,6,50.0,50.0,0,0,1
2479,0,9,1.2,5.5,13.0,2009,8,10,7,8,14,9,0,1,0,0,27,11,12,1,52.0,48.0,0,0,1
2480,0,9,1.67,3.6,5.5,2009,12,4,6,5,14,14,1,1,0,0,22,12,7,4,63.0,37.0,0,0,1
2481,1,9,1.44,4.2,6.5,2009,4,9,7,2,7,15,1,3,0,0,29,23,6,5,51.0,49.0,0,0,1
2482,0,9,1.73,3.6,5.0,2009,4,3,4,4,15,14,3,3,0,0,11,11,3,2,52.0,48.0,0,0,1
2483,0,9,4.5,3.6,1.8,2009,2,13,4,7,20,12,2,1,0,0,24,17,6,9,43.0,57.0,1,0,0
2484,0,9,4.2,3.4,1.91,2009,6,7,7,12,20,14,2,1,0,0,16,21,1,7,51.0,49.0,0,0,1
2485,1,9,5.0,3.6,1.73,2009,8,4,7,1,12,11,2,1,0,0,18,25,6,6,59.0,41.0,0,0,1
2486,1,9,4.5,3.5,1.83,2009,9,3,10,7,14,13,3,3,0,1,38,16,10,8,55.0,45.0,0,0,1
2487,0,9,1.17,7.0,19.0,2009,12,1,9,1,8,16,1,2,0,0,15,7,7,3,61.0,39.0,0,0,1
2488,0,1,2.0,3.3,4.0,2010,8,3,11,8,12,14,1,2,0,0,35,14,16,7,60.0,40.0,0,0,1
2489,0,1,2.88,3.25,2.5,2010,3,8,6,8,17,14,2,1,0,0,16,27,1,3,42.0,58.0,0,0,1
2490,1,1,2.2,3.3,3.4,2010,9,6,4,8,12,12,1,3,0,0,28,26,4,8,50.0,50.0,0,0,1
2491,0,1,1.17,7.0,17.0,2010,7,3,5,6,9,9,1,0,0,0,8,7,3,2,58.0,42.0,0,1,0
2492,1,1,2.5,3.25,2.88,2010,3,8,3,8,14,17,1,3,1,0,13,26,8,11,48.0,52.0,0,1,0
2493,0,1,1.25,5.5,15.0,2010,7,4,9,3,9,7,2,2,0,0,34,11,5,3,62.0,38.0,0,1,0
2494,1,1,2.1,3.3,3.6,2010,2,3,5,4,8,8,3,3,0,0,14,15,3,6,50.0,50.0,0,0,1
2495,1,1,2.4,3.3,3.0,2010,5,6,6,6,13,15,0,2,0,0,26,12,10,3,56.0,44.0,0,0,1
2496,0,1,2.3,3.25,3.2,2010,8,3,7,3,15,12,0,2,0,0,35,23,5,5,53.0,47.0,0,0,1
2497,1,1,1.83,3.5,4.5,2010,7,4,4,5,6,11,1,1,0,0,13,15,6,4,56.0,44.0,0,0,1
2498,0,10,1.57,4.0,6.0,2010,8,6,9,7,11,11,0,3,0,0,5,19,1,4,48.0,52.0,0,1,0
2499,0,10,1.17,7.0,17.0,2010,18,5,7,2,15,19,2,2,0,0,43,18,8,4,54.0,46.0,0,1,0
2500,1,10,1.8,3.6,4.5,2010,3,7,4,4,16,10,2,3,0,0,13,18,2,3,56.0,44.0,0,0,1
2501,0,10,1.57,3.75,6.5,2010,6,0,8,5,14,10,1,1,0,0,6,3,5,2,67.0,33.0,0,0,1
2502,0,10,2.2,3.2,3.5,2010,11,6,7,7,10,19,3,6,0,1,26,18,8,6,60.0,40.0,0,0,1
2503,0,10,5.5,3.4,1.73,2010,2,4,5,15,5,14,1,2,0,0,14,13,5,7,57.0,43.0,0,0,1
2504,1,10,7.5,4.33,1.44,2010,6,5,6,6,12,11,2,2,0,0,18,20,3,5,41.0,59.0,1,0,0
2505,0,10,1.91,3.4,4.2,2010,6,3,5,5,8,12,0,0,0,0,20,5,7,1,58.0,42.0,0,0,1
2506,1,10,3.4,3.25,2.2,2010,9,4,6,7,14,12,2,2,0,0,21,16,1,4,50.0,50.0,1,0,0
2507,0,10,2.9,3.25,2.5,2010,7,5,11,7,10,10,2,3,0,2,19,8,7,3,57.0,43.0,0,0,1
2508,0,11,1.22,6.0,15.0,2010,8,3,7,3,7,10,1,0,0,0,28,13,3,2,57.0,43.0,0,1,0
2509,1,11,1.29,5.5,11.0,2010,6,2,4,4,16,10,3,1,1,0,52,26,12,2,49.0,51.0,0,1,0
2510,0,11,3.8,3.4,2.0,2010,4,6,3,5,15,15,0,2,0,0,6,24,2,5,34.0,66.0,0,1,0
2511,0,11,2.1,3.2,3.75,2010,2,3,9,11,6,14,0,5,0,0,9,16,6,8,53.0,47.0,0,0,1
2512,0,11,1.8,3.6,4.5,2010,2,8,5,3,13,15,0,2,0,0,12,8,3,6,37.0,63.0,0,0,1
2513,1,11,2.2,3.25,3.4,2010,9,8,5,7,14,6,1,0,0,0,29,27,3,3,52.0,48.0,0,0,1
2514,1,11,1.91,3.4,4.2,2010,5,9,5,10,14,16,0,1,0,0,21,23,3,4,54.0,46.0,0,0,1
2515,0,11,3.0,3.3,2.4,2010,3,1,10,7,13,10,1,0,0,0,20,23,7,5,56.0,44.0,0,0,1
2516,1,11,3.6,3.3,2.1,2010,4,5,4,3,11,16,3,4,0,1,11,5,6,1,45.0,55.0,0,0,1
2517,1,11,4.5,3.6,1.8,2010,3,6,5,6,13,14,2,1,0,0,8,27,3,7,38.0,62.0,0,0,1
2518,1,12,1.53,4.0,6.5,2010,14,4,13,4,7,14,2,1,0,0,50,7,17,3,60.0,40.0,0,0,1
2519,1,12,2.3,3.25,3.2,2010,3,8,4,8,14,6,3,0,0,0,15,17,6,7,52.0,48.0,0,0,1
2520,1,12,5.5,3.6,1.67,2010,9,5,8,6,7,13,1,2,0,0,41,30,5,1,50.0,50.0,1,0,0
2521,0,12,2.1,3.2,3.75,2010,6,8,8,4,8,10,0,0,0,0,45,20,10,4,45.0,55.0,0,0,1
2522,1,12,4.75,3.6,1.75,2010,10,1,2,5,9,11,0,2,0,0,21,10,5,4,55.0,45.0,1,0,0
2523,0,12,1.62,3.75,6.0,2010,6,3,7,9,8,9,2,3,0,0,21,17,10,8,41.0,59.0,0,0,1
2524,1,12,1.62,3.75,6.0,2010,9,3,15,7,10,10,0,3,1,0,36,15,15,10,63.0,37.0,0,0,1
2525,1,12,1.91,3.4,4.2,2010,2,1,5,3,15,21,3,4,0,0,21,12,4,1,55.0,45.0,0,0,1
2526,1,12,2.63,3.25,2.75,2010,3,8,6,4,12,11,0,2,0,0,21,17,8,5,48.0,52.0,1,0,0
2527,0,12,1.2,6.5,15.0,2010,9,4,10,3,14,14,2,0,1,0,17,9,4,4,63.0,37.0,0,1,0
2528,0,13,1.57,3.8,6.5,2010,10,13,7,2,12,13,2,2,0,0,24,21,12,6,58.0,42.0,0,0,1
2529,1,13,1.91,3.6,4.0,2010,7,4,13,10,7,10,0,1,0,0,14,15,8,7,47.0,53.0,0,0,1
2530,1,13,4.5,3.6,1.8,2010,5,6,9,8,11,9,3,4,0,0,39,24,9,7,45.0,55.0,1,0,0
2531,1,13,3.4,3.3,2.2,2010,13,5,7,6,16,14,2,2,0,0,41,19,9,2,47.0,53.0,1,0,0
2532,1,13,1.91,3.4,4.2,2010,8,8,8,2,12,17,2,2,0,0,22,13,5,5,65.0,35.0,0,0,1
2533,1,13,1.4,4.5,8.5,2010,15,5,12,2,16,10,2,0,0,0,34,13,6,4,57.0,43.0,0,0,1
2534,1,13,2.4,3.1,3.2,2010,7,8,5,8,13,11,1,0,0,0,49,29,12,4,58.0,42.0,0,0,1
2535,0,13,3.75,3.25,2.1,2010,5,6,8,4,14,11,2,3,0,0,28,20,4,3,64.0,36.0,1,0,0
2536,0,13,2.5,3.25,2.88,2010,3,8,8,4,16,13,1,1,0,0,32,26,5,5,55.0,45.0,0,0,1
2537,1,13,1.22,5.75,15.0,2010,5,3,5,10,6,12,1,2,0,0,9,7,6,3,47.0,53.0,0,1,0
2538,0,14,1.22,6.0,15.0,2010,7,4,7,6,11,16,0,2,0,1,48,5,11,1,65.0,35.0,0,1,0
2539,1,14,1.62,4.0,5.5,2010,6,5,6,4,19,17,3,1,0,0,48,29,2,6,53.0,47.0,0,1,0
2540,0,14,1.57,3.8,6.5,2010,9,3,12,5,7,10,0,1,0,0,25,16,10,2,62.0,38.0,0,1,0
2541,1,14,2.6,3.2,2.8,2010,4,7,7,5,6,8,0,2,0,0,16,30,4,4,46.0,54.0,0,0,1
2542,0,14,2.3,3.25,3.25,2010,6,12,7,5,13,11,0,1,0,0,30,47,5,8,49.0,51.0,0,0,1
2543,1,14,3.2,3.1,2.4,2010,7,3,7,4,14,15,2,1,0,0,43,32,7,7,41.0,59.0,0,0,1
2544,0,14,5.0,3.6,1.73,2010,0,10,3,17,10,2,2,0,0,0,4,28,4,16,41.0,59.0,1,0,0
2545,0,14,2.1,3.3,3.6,2010,8,1,9,5,14,12,1,2,0,1,23,25,2,3,51.0,49.0,0,0,1
2546,1,14,2.2,3.2,3.5,2010,10,4,6,2,10,11,0,0,0,0,20,14,8,3,50.0,50.0,0,0,1
2547,0,14,2.5,3.3,2.88,2010,3,3,4,10,8,10,0,2,0,0,7,21,3,7,44.0,56.0,0,0,1
2548,0,15,1.25,5.5,13.0,2010,5,1,4,2,6,6,0,2,0,0,25,14,5,2,64.0,36.0,0,1,0
2549,0,15,2.0,3.4,3.8,2010,8,4,10,13,6,16,0,5,0,0,10,18,5,8,55.0,45.0,1,0,0
2550,0,15,2.0,3.5,3.75,2010,6,6,5,0,6,6,0,0,0,0,15,10,7,3,50.0,50.0,0,0,1
2551,1,15,3.4,3.3,2.2,2010,3,7,2,7,10,7,1,1,0,0,17,22,3,8,40.0,60.0,0,0,1
2552,1,15,1.57,3.8,6.5,2010,2,2,4,1,5,10,1,3,1,0,5,6,2,2,41.0,59.0,0,0,1
2553,1,15,5.0,3.6,1.73,2010,2,14,2,7,10,12,2,1,0,0,19,23,6,7,43.0,57.0,1,0,0
2554,0,15,2.6,3.2,2.8,2010,6,6,7,8,12,12,2,3,0,0,49,19,11,5,56.0,44.0,0,0,1
2555,1,15,2.0,3.3,4.0,2010,5,3,10,4,11,9,1,0,0,0,27,16,8,4,50.0,50.0,0,0,1
2556,1,15,1.57,4.2,5.5,2010,10,6,11,6,8,12,2,2,0,0,19,19,4,4,43.0,57.0,0,0,1
2557,1,15,3.4,3.25,2.2,2010,9,6,8,5,9,10,2,2,0,0,48,38,6,3,49.0,51.0,0,0,1
2558,0,16,1.29,5.25,12.0,2010,8,5,6,5,6,8,0,0,0,0,24,18,3,7,51.0,49.0,0,0,1
2559,0,16,1.62,3.75,6.0,2010,5,4,6,3,14,13,0,1,0,0,13,17,4,3,50.0,50.0,0,0,1
2560,0,16,1.83,3.5,4.5,2010,8,2,9,6,7,9,1,3,0,0,27,17,9,3,57.0,43.0,0,0,1
2561,0,16,1.53,4.0,6.5,2010,11,7,9,5,12,20,3,2,0,0,20,20,8,8,62.0,38.0,0,0,1
2562,0,16,1.73,3.6,5.0,2010,3,5,2,4,10,12,0,2,0,0,15,20,8,10,38.0,62.0,0,0,1
2563,1,16,3.5,3.4,2.1,2010,3,7,9,12,15,9,1,1,0,0,31,31,6,12,45.0,55.0,0,0,1
2564,0,16,2.25,3.3,3.25,2010,7,6,12,6,11,9,0,5,0,0,26,19,7,3,57.0,43.0,0,0,1
2565,1,16,8.0,5.0,1.36,2011,2,11,4,6,10,10,1,2,0,0,21,38,6,8,47.0,53.0,1,0,0
2566,1,16,2.75,3.2,2.63,2010,6,3,8,2,6,8,1,4,0,0,8,10,5,4,52.0,48.0,0,0,1
2567,1,16,1.36,4.75,9.0,2010,6,3,9,11,8,11,1,4,0,0,14,8,7,2,55.0,45.0,0,1,0
2568,0,17,2.0,3.4,3.8,2010,8,4,4,6,5,17,0,4,0,0,11,12,5,4,50.0,50.0,0,1,0
2569,1,17,2.8,3.25,2.6,2010,2,7,9,6,10,15,2,2,0,0,14,27,1,7,41.0,59.0,1,0,0
2570,1,17,4.5,3.6,1.8,2010,4,7,10,3,9,16,1,3,0,0,17,24,2,6,50.0,50.0,0,0,1
2571,0,17,2.1,3.3,3.6,2010,4,4,3,7,6,14,0,2,0,0,14,25,6,13,49.0,51.0,0,0,1
2572,1,17,1.4,4.5,9.0,2010,7,4,9,0,13,17,2,4,0,0,48,24,10,4,53.0,47.0,0,0,1
2573,0,17,3.8,3.4,2.0,2010,2,8,4,9,21,13,2,1,0,0,12,21,2,5,47.0,53.0,1,0,0
2574,0,17,2.4,3.25,3.0,2010,9,0,5,3,9,10,2,4,0,0,27,18,7,2,52.0,48.0,0,0,1
2575,1,17,2.2,3.25,3.4,2010,14,4,1,9,14,8,0,1,0,0,19,16,4,3,49.0,51.0,0,0,1
2576,0,17,2.0,3.3,4.0,2010,6,11,3,9,14,16,4,3,0,0,20,43,3,10,49.0,51.0,0,0,1
2577,1,17,1.62,4.0,5.5,2010,12,3,14,5,12,11,0,2,0,0,43,22,10,4,46.0,54.0,0,0,1
2578,0,18,1.3,5.25,10.0,2011,5,3,5,3,9,11,1,2,0,0,28,25,5,3,55.0,45.0,0,1,0
2579,0,18,1.53,3.8,7.0,2011,6,8,7,4,11,13,0,1,0,0,25,16,6,2,55.0,45.0,0,0,1
2580,0,18,2.2,3.2,3.5,2010,5,8,7,6,7,13,1,3,0,0,21,32,2,5,51.0,49.0,0,0,1
2581,1,18,1.73,3.6,5.0,2010,24,1,12,0,10,13,3,2,0,0,55,10,11,0,58.0,42.0,0,0,1
2582,1,18,1.8,3.6,4.5,2010,4,1,6,8,10,10,2,3,0,0,12,13,9,4,55.0,45.0,0,0,1
2583,1,18,2.6,3.2,2.8,2011,5,4,8,5,13,14,1,3,0,0,21,18,4,6,46.0,54.0,0,0,1
2584,1,18,1.85,3.4,4.5,2011,11,1,8,4,8,6,0,0,0,0,35,15,12,1,51.0,49.0,0,0,1
2585,0,18,4.0,3.6,1.91,2011,2,11,4,15,12,9,2,0,0,0,7,30,1,7,41.0,59.0,1,0,0
2586,1,18,3.2,3.25,2.3,2011,9,9,13,2,9,13,2,3,0,0,25,20,7,4,43.0,57.0,0,0,1
2587,0,18,2.2,3.2,3.6,2011,6,6,14,5,10,14,3,2,0,0,33,19,10,2,51.0,49.0,1,0,0
2588,0,19,1.29,5.5,11.0,2010,8,1,6,5,12,9,0,2,0,0,19,17,5,3,53.0,47.0,0,1,0
2589,0,19,2.63,3.2,2.75,2010,6,5,3,7,14,16,2,3,0,0,15,14,4,6,61.0,39.0,0,1,0
2590,1,19,3.2,3.3,2.3,2010,16,6,11,5,13,10,3,3,0,1,39,4,8,4,63.0,37.0,0,0,1
2591,1,19,1.53,4.0,6.5,2011,16,2,5,3,8,14,1,3,0,0,36,6,9,1,58.0,42.0,0,0,1
2592,1,19,3.25,3.25,2.25,2010,9,3,11,3,6,14,1,5,0,0,38,12,6,3,55.0,45.0,0,0,1
2593,1,19,2.1,3.3,3.6,2010,4,5,4,6,5,15,1,3,0,0,23,5,7,3,56.0,44.0,0,0,1
2594,1,19,2.3,3.2,3.2,2010,8,7,5,3,13,20,1,4,0,0,27,34,5,3,48.0,52.0,0,0,1
2595,1,19,1.91,3.4,4.2,2010,10,5,9,6,13,10,1,1,0,0,32,16,8,4,50.0,50.0,0,0,1
2596,0,19,2.1,3.25,3.75,2010,6,10,5,6,8,9,1,1,0,0,11,19,5,7,45.0,55.0,0,0,1
2597,0,19,3.8,3.75,1.91,2011,4,8,4,4,10,14,1,3,0,0,19,23,3,3,52.0,48.0,0,0,1
2598,0,2,1.17,7.0,19.0,2010,21,2,8,2,9,4,0,0,0,1,37,23,8,2,57.0,43.0,0,0,1
2599,1,2,2.25,3.3,3.25,2010,6,5,8,4,7,12,2,4,0,0,16,12,7,5,52.0,48.0,0,0,1
2600,1,2,1.5,4.0,7.0,2010,5,3,8,5,12,14,1,2,0,0,21,11,3,3,61.0,39.0,0,0,1
