index,home_outcome,stage,B365H,B365D,B365A,year,on_target_shot_home_team,on_target_shot_away_team,off_target_shot_home_team,off_target_shot_away_team,foul_home_team,foul_away_team,yellow_card_home_team,yellow_card_away_team,red_card_home_team,red_card_away_team,crosses_home_team,crosses_away_team,corner_home_team,corner_away_team,possession_home_team,possession_away_team,starplayer_Away,starplayer_Home,starplayer_No
3207,1,5,1.91,3.4,4.2,2011,3,9,7,5,14,10,2,3,0,0,20,16,4,8,41.0,59.0,0,0,1
3208,0,6,1.44,4.5,7.0,2011,13,2,10,1,8,8,0,1,0,1,19,9,9,2,61.0,39.0,0,0,1
3209,0,6,1.2,6.5,15.0,2011,5,2,8,4,12,9,3,3,1,0,13,17,1,6,49.0,51.0,0,0,1
3210,0,6,1.36,4.5,10.0,2011,7,10,7,6,13,9,3,4,0,0,24,21,7,2,52.0,48.0,0,0,1
3211,0,6,1.44,4.33,7.5,2011,8,4,9,5,9,13,1,5,0,0,29,14,7,5,60.0,40.0,0,1,0
3212,0,6,1.83,3.5,4.5,2011,5,1,10,3,4,15,0,4,0,0,28,9,4,2,60.0,40.0,0,0,1
3213,0,6,2.5,3.4,2.8,2011,7,5,3,6,3,7,2,1,0,0,15,18,7,4,50.0,50.0,0,0,1
3214,1,6,2.3,3.25,3.2,2011,6,4,11,6,15,20,1,6,0,0,20,21,11,8,54.0,46.0,0,0,1
3215,1,6,6.5,4.0,1.53,2011,8,7,4,6,10,4,1,0,0,0,31,17,8,8,42.0,58.0,0,0,1
3216,1,6,2.3,3.25,3.25,2011,4,6,3,10,7,15,0,3,0,0,11,11,1,1,43.0,57.0,0,0,1
3217,1,6,4.0,3.5,1.91,2011,3,7,2,8,13,8,3,1,0,0,3,14,1,9,39.0,61.0,1,0,0
3218,0,7,1.62,3.75,6.0,2011,8,7,6,5,13,6,0,1,0,0,15,20,5,10,49.0,51.0,0,0,1
3219,1,7,6.5,3.75,1.57,2011,3,6,2,11,9,13,1,1,0,0,13,18,4,5,38.0,62.0,1,0,0
3220,1,7,6.5,4.0,1.53,2011,8,6,5,6,11,11,1,2,0,0,13,14,4,5,47.0,53.0,0,0,1
3221,1,7,3.1,3.2,2.4,2011,4,5,7,7,15,9,1,1,1,0,17,32,5,9,42.0,58.0,0,0,1
3222,0,7,2.0,3.3,4.0,2011,8,10,7,7,9,2,2,3,0,0,23,21,4,4,57.0,43.0,0,0,1
3223,0,7,1.17,7.0,17.0,2011,7,5,12,8,10,6,1,0,0,0,33,11,10,3,59.0,41.0,0,1,0
3224,1,7,2.25,3.4,3.2,2011,6,3,5,4,12,17,2,0,0,0,30,17,8,3,51.0,49.0,0,0,1
3225,0,7,2.63,3.25,2.75,2011,5,7,5,4,16,18,3,5,0,0,9,27,6,6,55.0,45.0,0,0,1
3226,0,7,2.1,3.4,3.5,2011,9,7,8,6,12,9,2,1,0,0,23,24,9,6,49.0,51.0,0,1,0
3227,1,7,2.5,3.25,2.88,2011,14,4,13,7,6,12,1,2,0,0,19,9,10,5,50.0,50.0,0,0,1
3228,0,8,1.44,4.33,7.5,2011,8,2,10,4,12,21,3,3,0,0,25,10,9,2,58.0,42.0,0,0,1
3229,0,8,1.36,4.5,10.0,2011,2,3,2,4,12,10,2,2,0,0,25,9,2,2,61.0,39.0,0,0,1
3230,1,8,3.0,3.3,2.4,2011,8,2,7,8,13,12,1,3,0,0,28,13,8,3,57.0,43.0,0,0,1
3231,0,8,1.33,5.0,10.0,2011,5,5,6,4,10,6,1,1,0,0,9,7,5,1,57.0,43.0,0,0,1
3232,1,8,3.0,3.3,2.4,2011,7,5,4,3,12,18,1,2,0,0,19,10,5,2,53.0,47.0,1,0,0
3233,0,8,2.2,3.3,3.4,2011,3,5,7,5,5,6,0,1,0,0,16,6,4,4,39.0,61.0,0,0,1
3234,1,8,1.83,3.5,4.5,2011,4,10,9,1,12,17,3,2,0,0,21,16,5,7,53.0,47.0,0,0,1
3235,0,8,2.2,3.2,3.5,2011,6,4,10,3,13,16,4,4,0,0,29,13,5,2,42.0,58.0,0,0,1
3236,0,8,2.0,3.3,4.0,2011,10,13,5,5,14,11,0,1,0,0,5,29,2,11,42.0,58.0,0,0,1
3237,1,8,2.3,3.3,3.2,2011,9,10,7,3,15,16,4,4,0,0,20,20,4,4,46.0,54.0,0,0,1
3238,0,9,1.53,4.0,6.5,2011,1,2,4,4,10,13,0,2,0,0,18,9,10,1,60.0,40.0,0,0,1
3239,1,9,2.0,3.3,4.0,2011,2,5,3,5,11,7,2,3,1,0,12,23,3,8,47.0,53.0,0,0,1
3240,1,9,4.0,3.5,1.91,2011,7,5,8,2,16,7,4,1,0,0,28,19,8,4,63.0,37.0,1,0,0
3241,1,9,2.2,3.2,3.5,2011,7,7,6,7,15,15,0,3,0,0,17,21,2,10,43.0,57.0,0,0,1
3242,1,9,2.25,3.25,3.3,2011,6,4,8,4,11,6,3,1,0,0,11,7,5,1,51.0,49.0,0,0,1
3243,1,9,1.29,5.5,11.0,2011,10,10,11,2,5,8,0,1,0,0,38,15,10,3,57.0,43.0,0,0,1
3244,1,9,2.0,3.4,3.8,2011,7,6,5,9,16,12,4,4,1,0,22,10,7,4,47.0,53.0,0,1,0
3245,0,9,1.57,3.8,6.5,2011,10,5,3,7,7,21,3,2,0,0,23,13,7,3,53.0,47.0,0,0,1
3246,0,9,9.5,5.0,1.33,2011,4,5,5,10,17,18,2,7,0,2,8,18,0,6,49.0,51.0,0,0,1
3247,1,9,2.0,3.4,3.8,2011,13,8,8,5,13,11,2,0,0,0,32,24,8,13,41.0,59.0,0,0,1
3248,1,1,1.4,4.5,8.5,2012,11,3,12,1,12,8,0,0,0,0,27,3,7,0,52.0,48.0,0,0,1
3249,0,1,4.33,3.6,1.83,2012,7,9,11,4,12,12,1,2,0,0,23,31,6,8,44.0,56.0,1,0,0
3250,0,1,1.8,3.6,4.5,2012,8,4,3,5,11,11,0,0,0,0,23,21,6,3,56.0,44.0,0,0,1
3251,0,1,1.17,7.0,17.0,2012,10,4,7,5,4,7,1,2,0,0,22,13,7,3,69.0,31.0,0,1,0
3252,0,1,2.5,3.4,2.75,2012,1,7,3,7,13,8,2,2,0,0,18,19,3,5,55.0,45.0,0,0,1
3253,1,1,2.0,3.4,3.8,2012,10,4,10,6,12,13,2,2,0,0,20,7,5,3,49.0,51.0,0,0,1
3254,1,1,2.38,3.25,3.1,2012,3,5,9,3,11,14,2,4,0,0,22,17,4,3,64.0,36.0,0,0,1
3255,0,1,4.2,3.5,1.91,2012,3,7,9,8,11,12,1,4,0,1,11,18,7,3,38.0,62.0,0,0,1
3256,0,1,2.2,3.3,3.4,2012,4,5,5,7,12,11,0,1,0,0,17,11,6,4,48.0,52.0,0,0,1
3257,1,1,6.0,3.75,1.62,2012,4,2,10,2,17,12,2,2,0,0,43,6,7,1,53.0,47.0,0,0,1
3258,1,10,2.75,3.4,2.5,2012,7,14,2,12,18,9,3,1,0,0,14,42,5,9,41.0,59.0,0,0,1
3259,1,10,1.57,4.0,6.0,2012,11,2,9,7,12,14,0,0,0,1,30,9,14,3,58.0,42.0,0,0,1
3260,0,10,1.7,3.8,5.0,2012,6,1,4,4,14,15,5,3,0,0,28,16,6,1,48.0,52.0,0,1,0
3261,0,10,2.6,3.3,2.75,2012,11,3,3,6,12,14,1,5,0,0,26,22,9,2,52.0,48.0,0,0,1
3262,1,10,1.8,3.6,4.5,2012,10,4,12,12,12,15,0,2,0,0,25,24,8,8,55.0,45.0,0,0,1
3263,1,10,2.1,3.3,3.6,2012,3,4,12,4,9,16,2,3,0,0,40,23,6,7,54.0,46.0,0,0,1
3264,1,10,4.5,3.6,1.8,2012,7,7,3,2,11,11,4,1,0,0,17,18,8,6,50.0,50.0,0,0,1
3265,1,10,1.5,4.33,6.5,2012,8,4,5,3,12,12,1,1,0,0,34,10,9,2,49.0,51.0,0,0,1
3266,0,10,1.73,3.75,4.75,2012,3,5,10,4,7,9,1,0,0,0,14,21,8,6,49.0,51.0,0,0,1
3267,1,10,5.0,3.8,1.7,2012,0,11,6,11,11,12,3,0,0,0,25,27,3,7,42.0,58.0,0,0,1
3268,1,11,1.53,4.2,6.0,2012,6,3,7,5,10,12,1,2,0,0,32,17,8,6,60.0,40.0,0,0,1
3269,1,11,7.0,4.5,1.44,2012,3,8,4,10,13,8,1,1,0,0,22,39,5,6,34.0,66.0,1,0,0
3270,1,11,1.95,3.5,4.0,2012,3,5,9,3,10,13,1,3,0,0,21,13,4,7,47.0,53.0,0,0,1
3271,0,11,1.44,4.2,8.0,2012,9,2,5,2,11,10,1,3,0,0,25,11,6,2,56.0,44.0,0,0,1
3272,0,11,1.57,4.0,6.0,2012,5,1,7,5,14,9,1,2,0,0,22,12,8,2,55.0,45.0,0,1,0
3273,1,11,1.95,3.6,3.8,2012,9,4,6,6,10,11,1,2,0,0,40,22,11,3,52.0,48.0,0,0,1
3274,1,11,2.25,3.4,3.2,2012,2,3,8,9,10,17,0,1,0,0,40,25,10,3,56.0,44.0,0,0,1
3275,1,11,2.38,3.5,2.88,2012,6,2,7,3,12,13,2,2,0,0,31,15,10,6,47.0,53.0,0,0,1
3276,0,11,1.91,3.4,4.2,2012,6,4,5,10,11,16,2,3,0,0,30,16,5,5,49.0,51.0,0,0,1
3277,1,11,2.3,3.4,3.1,2012,3,4,7,3,13,11,1,4,0,0,25,21,5,8,55.0,45.0,0,0,1
3278,0,12,1.91,3.75,3.8,2012,5,4,3,3,12,13,1,2,0,1,30,14,6,6,54.0,46.0,0,0,1
3279,1,12,1.67,3.75,5.25,2012,9,4,7,3,10,12,1,3,1,0,19,13,4,4,46.0,54.0,0,0,1
3280,0,12,1.44,4.33,7.5,2012,7,3,13,6,8,11,0,3,0,0,23,10,10,5,56.0,44.0,0,0,1
3281,0,12,1.2,6.5,15.0,2012,8,8,11,1,7,5,0,1,0,0,25,16,9,4,60.0,40.0,0,1,0
3282,1,12,1.91,3.6,4.0,2012,13,6,15,6,9,7,1,3,0,0,28,13,5,4,52.0,48.0,0,0,1
3283,0,12,7.0,4.5,1.44,2012,3,6,4,4,6,3,0,1,0,0,6,27,0,12,50.0,50.0,1,0,0
3284,1,12,1.91,3.6,4.0,2012,4,6,5,9,8,5,1,0,0,0,15,25,4,13,49.0,51.0,0,0,1
3285,0,12,4.33,3.6,1.83,2012,1,7,6,6,4,5,3,2,0,0,11,23,6,14,42.0,58.0,0,0,1
3286,0,12,3.75,3.5,2.0,2012,4,10,2,9,5,11,0,0,0,0,6,35,0,12,48.0,52.0,0,0,1
3287,1,12,2.0,3.4,3.8,2012,8,5,6,5,9,10,1,0,0,0,42,18,12,4,54.0,46.0,0,0,1
3288,1,13,4.75,3.75,1.73,2012,5,6,3,6,4,9,1,0,0,0,21,25,6,6,55.0,45.0,0,0,1
3289,1,13,2.5,3.5,2.7,2012,1,6,4,3,11,15,0,3,0,0,20,25,6,11,45.0,55.0,1,0,0
3290,1,13,1.44,4.33,7.5,2012,8,5,7,4,12,18,0,3,0,0,17,12,4,2,50.0,50.0,0,0,1
3291,0,13,1.17,7.5,15.0,2012,7,7,6,5,5,10,1,1,0,0,27,13,9,7,60.0,40.0,0,1,0
3292,0,13,2.3,3.5,3.0,2012,8,3,9,4,11,15,2,2,0,0,9,29,4,3,50.0,50.0,0,0,1
3293,0,13,2.2,3.3,3.4,2012,4,4,10,3,16,11,1,1,0,0,31,21,6,3,50.0,50.0,0,0,1
3294,1,13,2.5,3.3,2.88,2012,8,3,7,5,11,16,2,3,0,0,38,10,7,2,50.0,50.0,0,0,1
3295,1,13,3.4,3.5,2.1,2012,8,10,8,8,6,7,1,0,0,0,18,16,7,6,50.0,50.0,0,0,1
3296,0,13,1.67,3.75,5.5,2012,11,7,12,5,6,9,1,2,0,0,20,19,4,2,61.0,39.0,0,0,1
3297,0,13,1.83,3.6,4.33,2012,9,9,9,6,17,9,2,0,0,0,27,25,9,5,58.0,42.0,0,0,1
3298,0,14,1.95,3.4,4.0,2012,10,7,9,6,11,7,1,0,0,0,35,36,8,5,54.0,46.0,0,0,1
3299,0,14,1.22,6.5,12.0,2012,11,3,11,7,9,12,1,1,0,0,27,32,5,5,52.0,48.0,0,1,0
3300,1,14,2.0,3.4,3.8,2012,6,9,6,5,12,7,1,1,0,0,26,21,3,6,50.0,50.0,0,0,1
3301,0,14,1.91,3.4,4.2,2012,3,6,6,2,12,14,2,2,0,0,38,12,7,2,53.0,47.0,0,0,1
3302,1,14,2.25,3.25,3.3,2012,7,10,6,4,11,15,1,3,0,0,24,26,5,8,49.0,51.0,0,0,1
3303,0,14,2.3,3.4,3.1,2012,4,0,7,5,10,16,0,4,0,0,17,7,5,2,64.0,36.0,0,0,1
3304,0,14,2.4,3.4,2.88,2012,5,8,7,6,6,13,1,2,0,0,6,32,1,12,47.0,53.0,0,0,1
3305,1,14,6.0,4.2,1.53,2012,5,5,4,8,12,14,1,1,0,0,20,18,5,6,46.0,54.0,1,0,0
3306,1,14,1.44,4.5,7.0,2012,3,5,10,3,9,9,3,0,0,0,27,4,10,3,58.0,42.0,0,0,1
3307,1,14,2.5,3.4,2.75,2012,8,9,4,3,14,8,2,1,0,0,19,19,6,6,53.0,47.0,0,0,1
3308,1,15,1.44,4.5,7.0,2012,9,7,2,4,7,5,1,0,0,0,24,9,5,5,51.0,49.0,0,0,1
3309,1,15,2.88,3.3,2.5,2012,2,2,6,5,9,10,0,2,0,0,17,11,2,1,48.0,52.0,0,0,1
3310,0,15,1.4,4.5,8.5,2012,13,5,10,3,15,8,2,0,0,0,28,12,10,4,67.0,33.0,0,0,1
3311,1,15,1.5,4.0,7.0,2012,6,4,5,5,17,10,2,1,0,0,29,12,5,2,56.0,44.0,0,1,0
3312,0,15,2.0,3.4,3.75,2012,7,3,9,5,12,13,1,3,0,1,19,19,4,4,54.0,46.0,0,0,1
3313,0,15,2.1,3.3,3.6,2012,2,6,4,8,10,15,0,2,0,0,14,19,2,6,51.0,49.0,0,0,1
3314,1,15,1.95,3.5,4.0,2012,11,6,6,5,9,7,1,2,0,0,30,13,11,4,50.0,50.0,0,0,1
3315,1,15,7.5,4.75,1.4,2012,6,3,4,5,9,13,1,1,0,0,28,13,6,1,47.0,53.0,1,0,0
3316,1,15,2.1,3.25,3.75,2012,9,1,5,3,8,14,0,3,0,0,21,23,5,5,53.0,47.0,0,0,1
3317,0,15,4.0,3.5,1.91,2012,8,7,2,5,11,8,1,2,0,0,34,14,14,5,45.0,55.0,0,0,1
3318,0,16,1.5,4.33,6.5,2012,6,2,12,6,12,11,2,3,0,0,34,19,7,4,52.0,48.0,0,0,1
3319,1,16,2.4,3.2,3.1,2012,7,0,4,2,7,14,0,1,0,0,30,31,3,2,61.0,39.0,0,0,1
3320,0,16,2.0,3.5,3.75,2012,8,7,8,4,11,9,3,2,0,0,30,18,4,5,45.0,55.0,0,0,1
3321,0,16,1.91,3.6,4.0,2012,6,11,8,8,14,10,0,0,0,0,20,44,5,4,49.0,51.0,0,0,1
3322,1,16,2.2,3.5,3.2,2012,8,1,5,5,12,9,4,3,0,0,21,14,8,2,53.0,47.0,0,1,0
3323,0,16,1.91,3.6,4.0,2012,9,2,12,4,12,12,0,0,0,0,22,21,7,4,53.0,47.0,0,0,1
3324,1,16,4.75,3.5,1.8,2012,4,1,4,8,11,14,1,3,0,0,25,14,11,1,44.0,56.0,0,0,1
3325,1,16,1.8,3.6,4.5,2012,2,8,13,2,12,9,2,1,0,0,30,15,6,2,54.0,46.0,0,0,1
3326,1,16,3.0,3.3,2.38,2012,4,7,5,8,11,12,1,2,0,0,33,26,2,5,50.0,50.0,0,0,1
3327,1,16,2.3,3.4,3.1,2012,6,2,4,3,6,10,0,1,0,0,28,17,11,4,56.0,44.0,0,0,1
3328,1,17,1.25,6.5,15.0,2013,6,0,9,2,12,9,1,0,0,0,14,22,4,3,54.0,46.0,0,0,1
3329,1,17,1.36,4.75,9.0,2012,16,3,10,2,5,11,1,2,0,0,30,6,7,2,58.0,42.0,0,0,1
3330,0,17,1.2,6.5,15.0,2012,2,9,12,4,11,12,0,0,0,0,23,30,9,9,56.0,44.0,0,1,0
3331,1,17,5.5,3.75,1.67,2012,6,6,11,8,8,17,3,2,0,0,45,9,12,7,54.0,46.0,1,0,0
3332,0,17,2.2,3.4,3.25,2012,9,5,6,5,8,4,3,1,0,0,21,17,7,3,46.0,54.0,0,0,1
3333,0,17,2.4,3.4,2.88,2012,4,1,12,3,8,12,1,2,0,0,17,13,3,3,45.0,55.0,0,0,1
3334,1,17,5.5,4.0,1.62,2012,3,12,2,8,7,4,1,1,0,0,16,19,3,7,31.0,69.0,0,0,1
3335,1,17,3.1,3.2,2.4,2012,8,4,9,5,13,11,1,0,0,0,28,26,4,8,48.0,52.0,0,0,1
3336,0,17,1.62,4.0,5.5,2012,13,0,11,3,13,8,3,3,0,0,19,15,9,3,61.0,39.0,0,0,1
3337,1,17,2.0,3.5,3.75,2012,11,3,11,7,13,9,3,3,0,0,17,19,8,2,56.0,44.0,0,0,1
3338,0,18,1.33,5.5,8.5,2012,12,3,6,3,6,13,0,0,0,0,18,13,8,4,58.0,42.0,0,0,1
3339,0,18,1.53,4.0,6.5,2012,5,5,10,4,10,6,1,2,0,0,25,9,8,2,60.0,40.0,0,0,1
3340,0,18,1.14,8.0,19.0,2012,9,1,13,5,12,12,2,3,0,0,43,19,12,3,62.0,38.0,0,1,0
3341,0,18,2.1,3.4,3.5,2012,6,5,11,0,8,13,3,2,0,0,32,9,10,3,57.0,43.0,0,0,1
3342,1,18,2.0,3.5,3.75,2012,6,5,6,4,12,14,0,3,0,0,32,21,8,5,52.0,48.0,0,0,1
3343,1,18,5.0,4.0,1.67,2012,8,12,4,8,12,16,2,4,0,0,16,25,3,6,40.0,60.0,1,0,0
3344,1,18,1.62,3.75,6.0,2012,10,3,11,1,8,11,2,5,0,0,38,19,11,4,57.0,43.0,0,0,1
3345,0,18,1.91,3.6,4.0,2012,5,3,5,6,12,9,1,1,0,0,24,23,6,5,74.0,26.0,0,0,1
3346,1,18,2.88,3.25,2.5,2012,2,8,3,7,10,7,1,0,1,1,15,19,3,5,38.0,62.0,0,0,1
3347,1,18,4.75,3.75,1.73,2012,6,7,9,3,15,3,1,1,0,0,33,18,4,5,51.0,49.0,0,0,1
3348,0,19,1.44,4.75,8.0,2013,12,2,9,2,9,9,0,1,0,0,25,16,13,5,63.0,37.0,0,0,1
3349,1,19,3.75,3.5,2.0,2012,2,11,2,5,7,5,1,0,0,0,18,34,2,15,38.0,62.0,0,0,1
3350,0,19,1.44,4.5,7.0,2012,8,8,11,4,9,10,1,3,0,0,26,14,11,2,56.0,44.0,0,0,1
3351,1,19,1.85,3.6,4.2,2012,0,3,8,4,15,11,3,0,0,0,18,25,3,5,50.0,50.0,0,0,1
3352,0,19,1.22,6.5,13.0,2012,4,9,7,6,13,17,3,3,0,0,26,23,2,2,53.0,47.0,0,1,0
3353,1,19,6.0,3.75,1.62,2012,2,8,3,8,5,8,1,1,0,0,22,42,5,7,40.0,60.0,0,0,1
3354,1,19,2.2,3.4,3.25,2012,9,4,12,8,9,11,1,0,0,0,29,19,14,9,54.0,46.0,0,0,1
3355,1,19,2.9,3.4,2.38,2012,1,3,2,7,16,16,2,1,0,0,16,13,6,4,27.0,73.0,0,0,1
3356,0,19,3.4,3.2,2.25,2012,6,9,1,7,11,7,3,1,0,0,28,22,6,8,47.0,53.0,0,0,1
3357,0,19,6.5,4.0,1.53,2012,5,14,6,9,14,15,1,3,0,0,17,27,3,7,33.0,67.0,1,0,0
3358,1,2,2.9,3.4,2.4,2012,1,7,3,9,10,9,1,0,1,0,9,22,0,9,50.0,50.0,0,0,1
3359,0,2,1.5,4.33,6.5,2012,4,3,7,8,6,14,1,0,0,0,11,13,2,3,54.0,46.0,0,0,1
3360,1,2,3.1,3.4,2.3,2012,6,3,9,7,10,8,1,0,0,0,18,19,4,4,49.0,51.0,0,0,1
3362,1,2,2.25,3.4,3.2,2012,4,2,9,1,17,15,0,2,0,0,25,16,6,2,50.0,50.0,0,0,1
3363,1,2,2.1,3.4,3.5,2012,12,8,5,4,10,9,0,0,0,0,30,13,10,3,47.0,53.0,0,0,1
3364,1,2,3.5,3.4,2.1,2012,4,5,2,14,12,9,2,0,0,0,25,26,0,11,33.0,67.0,0,0,1
3365,0,2,2.0,3.5,3.75,2012,8,8,4,7,10,12,2,1,0,0,16,30,6,8,51.0,49.0,0,0,1
3366,0,2,2.1,3.3,3.6,2012,3,6,5,3,14,19,2,4,0,0,10,23,5,4,61.0,39.0,0,0,1
3367,1,2,1.5,4.33,6.5,2012,11,7,8,5,9,6,1,2,0,0,28,17,7,5,59.0,41.0,0,0,1
3368,0,20,1.44,4.5,7.0,2012,3,5,5,2,7,9,0,1,0,0,23,31,5,5,58.0,42.0,0,0,1
3369,1,20,2.4,3.25,3.0,2012,4,3,9,4,16,9,3,2,0,0,14,9,4,3,47.0,53.0,0,0,1
3370,1,20,2.88,3.3,2.5,2012,5,7,8,5,16,14,2,3,0,0,38,17,7,7,48.0,52.0,0,0,1
3371,1,20,2.1,3.4,3.5,2012,8,6,9,2,13,11,2,1,0,0,30,13,9,8,58.0,42.0,0,0,1
3372,0,20,1.3,5.5,10.0,2012,12,11,8,5,10,5,1,0,0,0,22,27,9,6,58.0,42.0,0,1,0
3373,1,20,6.0,4.0,1.57,2012,4,7,5,4,7,11,3,1,0,1,34,28,4,9,51.0,49.0,1,0,0
3374,1,20,4.0,3.5,1.91,2012,7,8,8,5,11,9,2,1,0,0,8,23,1,9,40.0,60.0,0,0,1
3375,0,20,2.88,3.25,2.5,2012,0,7,3,6,18,13,3,4,0,0,12,34,2,2,39.0,61.0,0,0,1
3376,1,20,1.8,3.5,4.75,2012,5,5,2,1,6,11,1,2,1,0,32,15,7,4,56.0,44.0,0,0,1
3377,1,20,3.5,3.4,2.1,2012,4,9,3,5,13,16,1,3,0,0,26,23,3,8,46.0,54.0,0,0,1
3378,1,21,1.2,6.5,15.0,2013,8,4,21,2,13,8,1,1,0,0,36,3,14,2,57.0,43.0,0,0,1
3379,0,21,1.4,4.5,8.5,2013,14,6,8,1,8,6,0,1,0,0,22,13,9,5,63.0,37.0,0,0,1
3380,0,21,1.29,5.5,11.0,2013,5,1,9,1,5,10,2,2,0,0,22,8,6,2,67.0,33.0,0,1,0
3381,1,21,3.0,3.4,2.38,2013,10,12,3,1,21,9,3,2,0,0,23,27,4,6,55.0,45.0,0,0,1
3382,1,21,5.0,3.75,1.7,2013,6,3,2,4,9,7,2,0,0,0,19,22,3,3,47.0,53.0,0,0,1
3383,1,21,1.57,4.0,6.0,2013,11,5,11,2,8,21,0,4,0,0,30,10,3,2,66.0,34.0,0,0,1
3384,0,21,1.33,5.0,10.0,2013,15,2,13,4,8,9,0,0,0,0,26,7,10,3,61.0,39.0,0,0,1
3385,1,21,2.0,3.5,3.75,2013,7,3,11,6,13,9,0,0,0,0,31,11,10,5,47.0,53.0,0,0,1
3386,0,21,2.1,3.4,3.5,2013,6,5,7,7,15,11,0,0,0,0,31,19,11,3,55.0,45.0,0,0,1
3387,1,21,6.0,4.2,1.53,2013,3,7,4,4,13,5,1,1,0,0,14,25,1,6,50.0,50.0,1,0,0
3388,1,22,2.63,3.5,2.8,2013,4,6,4,9,14,19,2,4,1,1,31,21,2,7,45.0,55.0,1,0,0
3389,1,22,2.55,3.5,2.9,2013,6,2,8,5,8,7,1,1,0,0,17,19,9,5,54.0,46.0,0,0,1
3390,1,22,1.57,4.2,6.5,2013,7,3,9,1,13,5,1,4,0,0,33,7,7,1,57.0,43.0,0,0,1
3391,1,22,2.05,3.5,4.0,2013,4,8,6,6,8,12,1,1,0,0,22,21,6,8,58.0,42.0,0,0,1
3392,0,22,1.91,3.8,4.2,2013,6,5,6,7,13,16,1,4,0,0,15,14,3,1,58.0,42.0,0,1,0
3393,1,22,2.2,3.6,3.4,2013,3,3,8,5,5,9,0,1,0,0,22,15,5,4,50.0,50.0,0,0,1
3394,1,22,4.5,3.8,1.85,2013,2,9,2,10,14,9,1,1,0,0,10,14,2,6,40.0,60.0,1,0,0
3395,0,22,3.0,3.4,2.5,2013,5,3,0,6,6,14,1,1,0,0,28,12,8,4,42.0,58.0,0,0,1
3396,1,22,4.33,3.5,1.95,2013,4,6,6,3,14,7,1,0,0,0,26,19,6,7,45.0,55.0,0,0,1
3397,0,22,2.38,3.3,3.3,2013,8,4,6,4,10,13,0,3,0,0,20,26,4,5,58.0,42.0,0,0,1
3398,0,23,1.91,3.6,4.0,2013,7,6,5,4,10,12,2,1,0,0,22,29,3,9,55.0,45.0,0,0,1
3399,0,23,1.33,5.5,10.5,2013,8,2,7,3,10,8,1,1,0,0,18,11,9,4,60.0,40.0,0,0,1
3400,0,23,1.25,6.5,14.0,2013,8,0,9,2,14,6,1,2,0,0,14,22,1,2,54.0,46.0,0,1,0
3401,1,23,1.75,4.0,5.0,2013,9,0,8,3,10,10,2,3,0,0,35,12,6,2,55.0,45.0,0,0,1
3402,1,23,3.6,3.5,2.05,2013,7,6,5,4,14,12,2,1,0,0,25,27,10,6,58.0,42.0,0,0,1
3403,0,23,2.2,3.4,3.6,2013,1,4,11,5,12,9,0,0,0,0,21,24,6,6,63.0,37.0,0,0,1
3404,1,23,2.9,3.6,2.5,2013,16,3,8,2,9,15,1,4,0,0,37,18,9,4,52.0,48.0,0,1,0
3405,1,23,1.75,4.0,5.0,2013,7,5,17,7,7,10,3,3,0,0,29,24,8,8,46.0,54.0,0,0,1
3406,1,23,2.1,3.5,3.75,2013,14,4,8,3,6,12,1,0,0,0,44,4,12,2,60.0,40.0,0,0,1
3407,1,23,2.15,3.4,3.8,2013,9,7,13,6,10,16,3,2,0,0,30,11,9,0,56.0,44.0,0,0,1
3408,1,24,2.4,3.5,3.1,2013,7,4,11,5,10,8,3,1,0,0,32,18,8,6,57.0,43.0,0,0,1
3409,1,24,2.9,3.4,2.6,2013,8,5,5,7,16,11,5,2,0,0,23,21,3,4,44.0,56.0,0,0,1
3410,0,24,1.25,6.5,14.0,2013,5,9,5,10,7,10,2,1,0,0,19,22,4,8,53.0,47.0,0,1,0
3411,1,24,4.75,3.75,1.83,2013,3,8,6,3,15,13,4,1,0,0,20,26,3,6,44.0,56.0,1,0,0
3412,1,24,7.5,4.5,1.5,2013,2,8,4,8,9,7,2,2,0,0,8,33,2,10,30.0,70.0,1,0,0
3413,1,24,7.5,4.5,1.5,2013,0,4,3,9,11,17,1,2,0,0,11,15,0,6,32.0,68.0,0,0,1
3414,1,24,2.2,3.3,3.75,2013,3,6,5,5,11,10,1,1,0,0,19,21,0,1,38.0,62.0,0,0,1
3415,1,24,2.5,3.4,3.0,2013,1,8,2,9,11,13,1,2,0,0,16,16,3,4,46.0,54.0,0,0,1
3416,0,24,1.6,4.1,6.5,2013,6,3,8,4,7,13,0,2,0,0,19,13,5,2,57.0,43.0,0,0,1
3417,0,24,2.2,3.5,3.5,2013,5,3,7,6,7,8,2,0,0,0,9,23,2,8,45.0,55.0,0,0,1
3418,0,25,1.44,4.5,9.0,2013,12,1,7,5,3,10,0,3,0,0,34,10,11,1,58.0,42.0,0,0,1
3419,1,25,1.4,5.0,9.0,2013,8,0,11,5,6,24,1,4,0,0,52,9,15,2,64.0,36.0,0,0,1
3420,1,25,5.5,4.2,1.65,2013,9,8,8,8,9,15,1,1,0,0,25,31,5,8,36.0,64.0,1,0,0
3421,1,25,1.83,3.9,4.5,2013,3,9,5,10,15,10,2,4,0,0,23,28,9,10,49.0,51.0,0,1,0
3422,0,25,4.0,3.6,2.0,2013,11,6,5,6,11,6,2,3,0,0,22,19,5,4,43.0,57.0,0,0,1
