,stage,B365H,B365D,B365A,year,on_target_shot_home_team,on_target_shot_away_team,off_target_shot_home_team,off_target_shot_away_team,foul_home_team,foul_away_team,yellow_card_home_team,yellow_card_away_team,red_card_home_team,red_card_away_team,crosses_home_team,crosses_away_team,corner_home_team,corner_away_team,possession_home_team,possession_away_team,home_outcome,starplayer_Away,starplayer_Home,starplayer_No
2508,11,1.22,6.0,15.0,2010,8,3,7,3,7,10,1,0,0,0,28,13,3,2,57.0,43.0,0,0,1,0
2509,11,1.29,5.5,11.0,2010,6,2,4,4,16,10,3,1,1,0,52,26,12,2,49.0,51.0,1,0,1,0
2510,11,3.8,3.4,2.0,2010,4,6,3,5,15,15,0,2,0,0,6,24,2,5,34.0,66.0,0,0,1,0
2511,11,2.1,3.2,3.75,2010,2,3,9,11,6,14,0,5,0,0,9,16,6,8,53.0,47.0,0,0,0,1
2512,11,1.8,3.6,4.5,2010,2,8,5,3,13,15,0,2,0,0,12,8,3,6,37.0,63.0,0,0,0,1
2513,11,2.2,3.25,3.4,2010,9,8,5,7,14,6,1,0,0,0,29,27,3,3,52.0,48.0,1,0,0,1
2514,11,1.91,3.4,4.2,2010,5,9,5,10,14,16,0,1,0,0,21,23,3,4,54.0,46.0,1,0,0,1
2515,11,3.0,3.3,2.4,2010,3,1,10,7,13,10,1,0,0,0,20,23,7,5,56.0,44.0,0,0,0,1
2516,11,3.6,3.3,2.1,2010,4,5,4,3,11,16,3,4,0,1,11,5,6,1,45.0,55.0,1,0,0,1
2517,11,4.5,3.6,1.8,2010,3,6,5,6,13,14,2,1,0,0,8,27,3,7,38.0,62.0,1,0,0,1
2518,12,1.53,4.0,6.5,2010,14,4,13,4,7,14,2,1,0,0,50,7,17,3,60.0,40.0,1,0,0,1
2519,12,2.3,3.25,3.2,2010,3,8,4,8,14,6,3,0,0,0,15,17,6,7,52.0,48.0,1,0,0,1
2520,12,5.5,3.6,1.67,2010,9,5,8,6,7,13,1,2,0,0,41,30,5,1,50.0,50.0,1,1,0,0
2521,12,2.1,3.2,3.75,2010,6,8,8,4,8,10,0,0,0,0,45,20,10,4,45.0,55.0,0,0,0,1
2522,12,4.75,3.6,1.75,2010,10,1,2,5,9,11,0,2,0,0,21,10,5,4,55.0,45.0,1,1,0,0
2523,12,1.62,3.75,6.0,2010,6,3,7,9,8,9,2,3,0,0,21,17,10,8,41.0,59.0,0,0,0,1
2524,12,1.62,3.75,6.0,2010,9,3,15,7,10,10,0,3,1,0,36,15,15,10,63.0,37.0,1,0,0,1
2525,12,1.91,3.4,4.2,2010,2,1,5,3,15,21,3,4,0,0,21,12,4,1,55.0,45.0,1,0,0,1
2526,12,2.63,3.25,2.75,2010,3,8,6,4,12,11,0,2,0,0,21,17,8,5,48.0,52.0,1,1,0,0
2527,12,1.2,6.5,15.0,2010,9,4,10,3,14,14,2,0,1,0,17,9,4,4,63.0,37.0,0,0,1,0
2528,13,1.57,3.8,6.5,2010,10,13,7,2,12,13,2,2,0,0,24,21,12,6,58.0,42.0,0,0,0,1
2529,13,1.91,3.6,4.0,2010,7,4,13,10,7,10,0,1,0,0,14,15,8,7,47.0,53.0,1,0,0,1
2530,13,4.5,3.6,1.8,2010,5,6,9,8,11,9,3,4,0,0,39,24,9,7,45.0,55.0,1,1,0,0
2531,13,3.4,3.3,2.2,2010,13,5,7,6,16,14,2,2,0,0,41,19,9,2,47.0,53.0,1,1,0,0
2532,13,1.91,3.4,4.2,2010,8,8,8,2,12,17,2,2,0,0,22,13,5,5,65.0,35.0,1,0,0,1
2533,13,1.4,4.5,8.5,2010,15,5,12,2,16,10,2,0,0,0,34,13,6,4,57.0,43.0,1,0,0,1
2534,13,2.4,3.1,3.2,2010,7,8,5,8,13,11,1,0,0,0,49,29,12,4,58.0,42.0,1,0,0,1
2535,13,3.75,3.25,2.1,2010,5,6,8,4,14,11,2,3,0,0,28,20,4,3,64.0,36.0,0,1,0,0
2536,13,2.5,3.25,2.88,2010,3,8,8,4,16,13,1,1,0,0,32,26,5,5,55.0,45.0,0,0,0,1
2537,13,1.22,5.75,15.0,2010,5,3,5,10,6,12,1,2,0,0,9,7,6,3,47.0,53.0,1,0,1,0
2538,14,1.22,6.0,15.0,2010,7,4,7,6,11,16,0,2,0,1,48,5,11,1,65.0,35.0,0,0,1,0
2539,14,1.62,4.0,5.5,2010,6,5,6,4,19,17,3,1,0,0,48,29,2,6,53.0,47.0,1,0,1,0
2540,14,1.57,3.8,6.5,2010,9,3,12,5,7,10,0,1,0,0,25,16,10,2,62.0,38.0,0,0,1,0
2541,14,2.6,3.2,2.8,2010,4,7,7,5,6,8,0,2,0,0,16,30,4,4,46.0,54.0,1,0,0,1
2542,14,2.3,3.25,3.25,2010,6,12,7,5,13,11,0,1,0,0,30,47,5,8,49.0,51.0,0,0,0,1
2543,14,3.2,3.1,2.4,2010,7,3,7,4,14,15,2,1,0,0,43,32,7,7,41.0,59.0,1,0,0,1
2544,14,5.0,3.6,1.73,2010,0,10,3,17,10,2,2,0,0,0,4,28,4,16,41.0,59.0,0,1,0,0
2545,14,2.1,3.3,3.6,2010,8,1,9,5,14,12,1,2,0,1,23,25,2,3,51.0,49.0,0,0,0,1
2546,14,2.2,3.2,3.5,2010,10,4,6,2,10,11,0,0,0,0,20,14,8,3,50.0,50.0,1,0,0,1
2547,14,2.5,3.3,2.88,2010,3,3,4,10,8,10,0,2,0,0,7,21,3,7,44.0,56.0,0,0,0,1
2548,15,1.25,5.5,13.0,2010,5,1,4,2,6,6,0,2,0,0,25,14,5,2,64.0,36.0,0,0,1,0
2549,15,2.0,3.4,3.8,2010,8,4,10,13,6,16,0,5,0,0,10,18,5,8,55.0,45.0,0,1,0,0
2550,15,2.0,3.5,3.75,2010,6,6,5,0,6,6,0,0,0,0,15,10,7,3,50.0,50.0,0,0,0,1
2551,15,3.4,3.3,2.2,2010,3,7,2,7,10,7,1,1,0,0,17,22,3,8,40.0,60.0,1,0,0,1
2552,15,1.57,3.8,6.5,2010,2,2,4,1,5,10,1,3,1,0,5,6,2,2,41.0,59.0,1,0,0,1
2553,15,5.0,3.6,1.73,2010,2,14,2,7,10,12,2,1,0,0,19,23,6,7,43.0,57.0,1,1,0,0
2554,15,2.6,3.2,2.8,2010,6,6,7,8,12,12,2,3,0,0,49,19,11,5,56.0,44.0,0,0,0,1
2555,15,2.0,3.3,4.0,2010,5,3,10,4,11,9,1,0,0,0,27,16,8,4,50.0,50.0,1,0,0,1
2556,15,1.57,4.2,5.5,2010,10,6,11,6,8,12,2,2,0,0,19,19,4,4,43.0,57.0,1,0,0,1
2557,15,3.4,3.25,2.2,2010,9,6,8,5,9,10,2,2,0,0,48,38,6,3,49.0,51.0,1,0,0,1
2558,16,1.29,5.25,12.0,2010,8,5,6,5,6,8,0,0,0,0,24,18,3,7,51.0,49.0,0,0,0,1
2559,16,1.62,3.75,6.0,2010,5,4,6,3,14,13,0,1,0,0,13,17,4,3,50.0,50.0,0,0,0,1
2560,16,1.83,3.5,4.5,2010,8,2,9,6,7,9,1,3,0,0,27,17,9,3,57.0,43.0,0,0,0,1
2561,16,1.53,4.0,6.5,2010,11,7,9,5,12,20,3,2,0,0,20,20,8,8,62.0,38.0,0,0,0,1
2562,16,1.73,3.6,5.0,2010,3,5,2,4,10,12,0,2,0,0,15,20,8,10,38.0,62.0,0,0,0,1
2563,16,3.5,3.4,2.1,2010,3,7,9,12,15,9,1,1,0,0,31,31,6,12,45.0,55.0,1,0,0,1
2564,16,2.25,3.3,3.25,2010,7,6,12,6,11,9,0,5,0,0,26,19,7,3,57.0,43.0,0,0,0,1
2565,16,8.0,5.0,1.36,2011,2,11,4,6,10,10,1,2,0,0,21,38,6,8,47.0,53.0,1,1,0,0
2566,16,2.75,3.2,2.63,2010,6,3,8,2,6,8,1,4,0,0,8,10,5,4,52.0,48.0,1,0,0,1
2567,16,1.36,4.75,9.0,2010,6,3,9,11,8,11,1,4,0,0,14,8,7,2,55.0,45.0,1,0,1,0
2568,17,2.0,3.4,3.8,2010,8,4,4,6,5,17,0,4,0,0,11,12,5,4,50.0,50.0,0,0,1,0
2569,17,2.8,3.25,2.6,2010,2,7,9,6,10,15,2,2,0,0,14,27,1,7,41.0,59.0,1,1,0,0
2570,17,4.5,3.6,1.8,2010,4,7,10,3,9,16,1,3,0,0,17,24,2,6,50.0,50.0,1,0,0,1
2571,17,2.1,3.3,3.6,2010,4,4,3,7,6,14,0,2,0,0,14,25,6,13,49.0,51.0,0,0,0,1
2572,17,1.4,4.5,9.0,2010,7,4,9,0,13,17,2,4,0,0,48,24,10,4,53.0,47.0,1,0,0,1
2573,17,3.8,3.4,2.0,2010,2,8,4,9,21,13,2,1,0,0,12,21,2,5,47.0,53.0,0,1,0,0
2574,17,2.4,3.25,3.0,2010,9,0,5,3,9,10,2,4,0,0,27,18,7,2,52.0,48.0,0,0,0,1
2575,17,2.2,3.25,3.4,2010,14,4,1,9,14,8,0,1,0,0,19,16,4,3,49.0,51.0,1,0,0,1
2576,17,2.0,3.3,4.0,2010,6,11,3,9,14,16,4,3,0,0,20,43,3,10,49.0,51.0,0,0,0,1
2577,17,1.62,4.0,5.5,2010,12,3,14,5,12,11,0,2,0,0,43,22,10,4,46.0,54.0,1,0,0,1
2578,18,1.3,5.25,10.0,2011,5,3,5,3,9,11,1,2,0,0,28,25,5,3,55.0,45.0,0,0,1,0
2579,18,1.53,3.8,7.0,2011,6,8,7,4,11,13,0,1,0,0,25,16,6,2,55.0,45.0,0,0,0,1
2580,18,2.2,3.2,3.5,2010,5,8,7,6,7,13,1,3,0,0,21,32,2,5,51.0,49.0,0,0,0,1
2581,18,1.73,3.6,5.0,2010,24,1,12,0,10,13,3,2,0,0,55,10,11,0,58.0,42.0,1,0,0,1
2582,18,1.8,3.6,4.5,2010,4,1,6,8,10,10,2,3,0,0,12,13,9,4,55.0,45.0,1,0,0,1
2583,18,2.6,3.2,2.8,2011,5,4,8,5,13,14,1,3,0,0,21,18,4,6,46.0,54.0,1,0,0,1
2584,18,1.85,3.4,4.5,2011,11,1,8,4,8,6,0,0,0,0,35,15,12,1,51.0,49.0,1,0,0,1
2585,18,4.0,3.6,1.91,2011,2,11,4,15,12,9,2,0,0,0,7,30,1,7,41.0,59.0,0,1,0,0
2586,18,3.2,3.25,2.3,2011,9,9,13,2,9,13,2,3,0,0,25,20,7,4,43.0,57.0,1,0,0,1
2587,18,2.2,3.2,3.6,2011,6,6,14,5,10,14,3,2,0,0,33,19,10,2,51.0,49.0,0,1,0,0
2588,19,1.29,5.5,11.0,2010,8,1,6,5,12,9,0,2,0,0,19,17,5,3,53.0,47.0,0,0,1,0
2589,19,2.63,3.2,2.75,2010,6,5,3,7,14,16,2,3,0,0,15,14,4,6,61.0,39.0,0,0,1,0
2590,19,3.2,3.3,2.3,2010,16,6,11,5,13,10,3,3,0,1,39,4,8,4,63.0,37.0,1,0,0,1
2591,19,1.53,4.0,6.5,2011,16,2,5,3,8,14,1,3,0,0,36,6,9,1,58.0,42.0,1,0,0,1
2592,19,3.25,3.25,2.25,2010,9,3,11,3,6,14,1,5,0,0,38,12,6,3,55.0,45.0,1,0,0,1
2593,19,2.1,3.3,3.6,2010,4,5,4,6,5,15,1,3,0,0,23,5,7,3,56.0,44.0,1,0,0,1
2594,19,2.3,3.2,3.2,2010,8,7,5,3,13,20,1,4,0,0,27,34,5,3,48.0,52.0,1,0,0,1
2595,19,1.91,3.4,4.2,2010,10,5,9,6,13,10,1,1,0,0,32,16,8,4,50.0,50.0,1,0,0,1
2596,19,2.1,3.25,3.75,2010,6,10,5,6,8,9,1,1,0,0,11,19,5,7,45.0,55.0,0,0,0,1
2597,19,3.8,3.75,1.91,2011,4,8,4,4,10,14,1,3,0,0,19,23,3,3,52.0,48.0,0,0,0,1
2598,2,1.17,7.0,19.0,2010,21,2,8,2,9,4,0,0,0,1,37,23,8,2,57.0,43.0,0,0,0,1
2599,2,2.25,3.3,3.25,2010,6,5,8,4,7,12,2,4,0,0,16,12,7,5,52.0,48.0,1,0,0,1
2600,2,1.5,4.0,7.0,2010,5,3,8,5,12,14,1,2,0,0,21,11,3,3,61.0,39.0,1,0,0,1
2601,2,3.2,3.25,2.3,2010,8,2,3,2,16,11,3,1,0,0,24,9,10,2,59.0,41.0,0,0,0,1
2602,2,2.38,3.25,3.1,2010,3,7,6,8,11,13,1,1,0,0,14,17,5,4,62.0,38.0,0,1,0,0
2603,2,6.0,4.0,1.57,2010,10,10,10,10,11,7,2,2,0,0,29,44,5,11,44.0,56.0,1,1,0,0
2604,2,2.2,3.25,3.4,2010,6,5,4,5,13,12,2,3,0,0,12,22,4,11,58.0,42.0,0,0,0,1
2605,2,2.5,3.25,2.88,2010,3,4,7,4,14,13,3,2,0,0,19,19,4,6,49.0,51.0,0,0,0,1
2606,2,3.4,3.3,2.2,2010,12,6,7,1,15,5,3,1,0,0,33,15,6,2,45.0,55.0,1,0,0,1
2607,2,15.0,6.0,1.22,2010,10,3,4,2,12,9,1,2,0,0,14,11,0,0,43.0,57.0,1,1,0,0
2608,20,1.33,5.0,10.0,2010,7,2,5,8,8,11,1,1,0,0,22,28,2,8,55.0,45.0,1,0,1,0
2609,20,1.62,3.75,6.0,2010,11,2,16,5,9,4,2,0,0,0,33,10,9,2,55.0,45.0,1,0,0,1
2610,20,1.53,4.0,6.5,2010,9,8,6,4,9,16,2,4,1,0,19,22,9,7,55.0,45.0,0,0,0,1
2611,20,3.4,3.2,2.25,2010,4,4,6,11,12,19,1,0,0,0,13,24,4,7,49.0,51.0,1,0,0,1
2612,20,1.44,4.2,8.0,2010,5,4,3,6,8,9,1,2,0,0,9,5,8,6,53.0,47.0,0,0,0,1
2613,20,6.5,4.33,1.5,2010,2,5,9,8,12,9,3,3,0,0,19,18,4,4,51.0,49.0,1,1,0,0
2614,20,1.83,3.5,4.5,2010,8,1,11,4,9,11,1,3,1,1,15,14,8,5,61.0,39.0,1,0,0,1
2615,20,1.83,3.4,4.75,2010,11,2,7,1,8,15,1,2,0,0,41,9,9,2,52.0,48.0,1,0,0,1
2616,20,6.5,4.2,1.5,2010,5,7,2,6,16,10,1,0,1,0,23,27,3,4,47.0,53.0,1,0,0,1
2617,20,1.29,5.5,11.0,2010,7,5,10,6,13,25,1,1,0,0,18,17,6,3,54.0,46.0,0,0,1,0
2618,21,1.7,3.75,5.0,2011,10,6,10,7,13,15,2,2,0,0,22,12,7,4,56.0,44.0,0,0,0,1
2619,21,1.83,3.5,4.5,2011,6,4,7,7,12,10,1,2,0,0,21,17,3,2,51.0,49.0,0,0,0,1
2620,21,1.4,4.5,8.5,2011,7,5,5,7,11,11,2,1,0,0,8,16,5,1,54.0,46.0,0,0,1,0
2621,21,2.0,3.4,3.8,2011,4,7,6,5,7,15,1,1,0,0,16,17,5,10,49.0,51.0,0,0,0,1
2622,21,1.29,5.5,10.0,2011,9,8,11,2,12,10,0,0,0,0,23,15,10,4,56.0,44.0,0,0,1,0
2623,21,5.5,3.6,1.67,2011,1,10,3,6,8,6,3,1,0,0,7,5,4,5,48.0,52.0,1,1,0,0
2624,21,6.0,4.2,1.53,2011,8,1,10,2,9,15,1,3,0,0,12,12,4,5,47.0,53.0,1,1,0,0
2625,21,2.63,3.2,2.75,2011,3,6,5,9,11,8,4,1,0,0,10,18,1,5,38.0,62.0,0,0,0,1
2626,21,2.5,3.2,2.9,2011,3,4,7,12,14,15,2,2,0,0,12,13,3,3,52.0,48.0,1,0,0,1
2627,21,1.25,5.5,13.0,2011,8,6,7,6,16,12,2,7,0,0,22,13,9,6,60.0,40.0,1,0,0,1
2628,22,1.25,5.75,12.0,2011,7,0,14,4,6,11,0,0,0,0,25,16,6,1,56.0,44.0,0,0,1,0
2629,22,1.91,3.6,4.0,2011,10,2,7,4,6,12,0,2,1,1,22,7,7,2,61.0,39.0,1,0,1,0
2630,22,8.0,4.2,1.44,2011,2,9,1,10,16,13,0,1,0,0,13,38,4,9,47.0,53.0,0,0,0,1
2631,22,1.73,3.6,5.0,2011,5,4,8,2,11,10,0,4,0,0,35,8,9,5,49.0,51.0,1,0,0,1
2632,22,2.3,3.25,3.25,2011,11,5,9,7,10,7,0,1,0,0,24,13,3,7,61.0,39.0,1,0,0,1
2633,22,2.2,3.25,3.4,2011,5,5,5,6,9,13,3,3,1,0,23,25,5,9,57.0,43.0,1,0,0,1
2634,22,2.63,3.25,2.75,2011,14,6,4,6,18,13,1,0,0,0,21,18,4,3,58.0,42.0,0,1,0,0
2635,22,1.83,3.6,4.33,2011,4,5,5,6,13,12,0,4,0,0,27,10,4,3,54.0,46.0,0,0,0,1
2636,22,3.4,3.25,2.2,2011,4,4,4,7,11,10,2,1,0,0,22,55,0,7,52.0,48.0,0,0,0,1
2637,22,2.2,3.25,3.4,2011,5,6,6,8,7,10,0,1,0,0,26,16,7,4,59.0,41.0,0,0,0,1
2638,23,2.2,3.2,3.5,2011,14,4,4,5,17,18,3,0,0,0,24,18,10,6,52.0,48.0,1,0,0,1
2639,23,2.2,3.25,3.4,2011,6,2,4,7,17,7,1,1,0,0,20,17,5,6,51.0,49.0,1,0,0,1
2640,23,2.88,3.3,2.5,2011,10,3,12,4,9,20,2,4,0,0,34,14,8,2,58.0,42.0,1,0,1,0
2641,23,6.0,4.0,1.57,2011,5,10,3,8,9,8,1,0,0,0,9,16,4,10,39.0,61.0,1,1,0,0
2642,23,1.33,5.0,10.0,2011,10,5,2,3,11,10,0,0,0,0,50,34,9,9,55.0,45.0,0,0,1,0
2643,23,2.4,3.2,3.1,2011,9,4,7,13,14,14,1,2,0,0,15,23,5,7,48.0,52.0,1,0,0,1
2644,23,1.8,3.6,4.5,2011,9,0,8,7,9,14,1,2,0,0,22,14,4,4,55.0,45.0,0,0,0,1
2645,23,2.1,3.25,3.75,2011,4,5,6,8,8,13,0,2,0,0,32,22,5,5,51.0,49.0,0,0,0,1
2646,23,2.5,3.25,2.88,2011,3,5,3,7,17,9,4,2,0,0,10,19,2,9,40.0,60.0,1,0,0,1
2647,23,1.29,5.5,11.0,2011,8,4,15,1,11,8,1,0,0,0,44,13,14,1,59.0,41.0,0,0,0,1
2648,24,1.2,6.5,15.0,2011,4,2,13,4,11,5,0,0,0,0,37,16,10,3,57.0,43.0,0,0,1,0
2649,24,1.2,6.5,15.0,2011,12,1,7,2,5,11,0,1,0,1,21,8,8,1,58.0,42.0,0,0,1,0
2650,24,3.5,3.4,2.1,2011,7,10,2,11,6,10,1,1,0,0,18,32,2,13,45.0,55.0,0,1,0,0
2651,24,1.5,4.0,7.5,2011,5,4,5,8,8,12,1,2,0,0,38,10,12,2,58.0,42.0,1,0,0,1
2652,24,3.5,3.4,2.1,2011,5,7,7,6,11,7,0,0,0,0,11,15,1,4,61.0,39.0,1,1,0,0
2653,24,3.4,3.2,2.25,2011,5,7,10,6,7,18,0,3,0,0,33,15,5,4,48.0,52.0,1,0,0,1
2654,24,2.25,3.3,3.25,2011,9,14,3,4,5,6,0,1,0,0,27,20,8,9,52.0,48.0,0,0,0,1
2655,24,2.2,3.2,3.5,2011,8,2,4,7,10,10,1,1,0,1,14,9,3,2,65.0,35.0,0,0,0,1
2656,24,6.0,3.75,1.62,2011,7,8,4,4,8,5,0,0,0,0,15,9,4,3,38.0,62.0,1,0,0,1
2657,24,2.5,3.25,2.88,2011,9,5,7,7,15,15,2,0,0,0,18,14,10,4,46.0,54.0,1,0,0,1
2658,25,1.33,5.0,9.5,2011,11,5,8,5,7,7,0,0,0,0,23,22,5,5,50.0,50.0,0,0,1,0
2659,25,1.4,4.5,8.5,2011,5,6,11,1,11,15,3,5,0,0,12,21,5,7,55.0,45.0,0,0,1,0
2660,25,5.5,3.6,1.67,2011,3,12,2,8,6,9,1,2,0,0,4,14,0,6,37.0,63.0,1,0,0,1
2661,25,4.5,3.5,1.83,2011,7,8,7,4,8,12,0,2,0,0,30,19,6,4,50.0,50.0,1,1,0,0
2662,25,1.83,3.5,4.5,2011,6,5,8,8,14,9,1,3,0,0,43,22,8,3,51.0,49.0,0,0,0,1
2663,25,1.73,3.6,5.0,2011,7,4,11,5,13,13,4,5,0,0,13,8,8,5,40.0,60.0,1,0,0,1
2664,25,2.38,3.3,3.0,2011,10,7,10,3,10,14,0,1,0,0,25,13,10,7,48.0,52.0,1,0,0,1
2665,25,1.62,3.75,6.0,2011,9,2,5,5,6,9,1,4,0,0,12,8,7,0,60.0,40.0,0,0,0,1
2666,25,3.25,3.4,2.2,2011,13,3,5,1,15,10,2,1,0,0,19,15,4,4,49.0,51.0,1,0,0,1
2667,25,2.1,3.3,3.6,2011,13,2,2,3,15,18,0,3,0,0,15,19,5,7,52.0,48.0,0,0,0,1
2668,26,1.57,4.0,6.0,2011,8,5,7,6,11,15,1,3,0,0,24,21,6,7,45.0,55.0,0,0,0,1
2669,26,2.0,3.5,3.75,2011,8,2,8,6,18,11,3,1,0,0,28,18,5,5,53.0,47.0,1,0,0,1
2670,26,1.91,3.4,4.2,2011,5,8,4,4,14,12,3,2,0,0,15,18,3,6,59.0,41.0,1,0,0,1
2671,26,1.44,4.5,7.0,2011,12,6,8,4,10,16,0,1,0,0,15,12,9,5,50.0,50.0,0,0,0,1
2672,26,5.0,4.0,1.67,2011,9,5,9,2,14,12,2,3,0,1,33,8,12,6,55.0,45.0,1,1,0,0
2673,26,1.4,4.5,8.5,2011,8,7,7,9,12,10,1,2,0,0,7,13,8,8,53.0,47.0,0,0,1,0
2674,26,8.5,4.5,1.4,2011,4,5,2,10,10,13,2,2,0,0,15,37,4,6,45.0,55.0,0,1,0,0
2675,26,2.1,3.2,3.75,2011,4,6,12,4,7,14,1,3,0,0,42,12,12,4,48.0,52.0,0,0,0,1
2676,26,2.5,3.25,2.9,2011,4,5,4,4,8,10,1,2,0,0,9,21,4,9,58.0,42.0,0,0,0,1
2677,26,1.62,4.0,5.5,2011,5,3,13,2,7,8,1,1,0,0,15,14,4,3,52.0,48.0,1,0,0,1
2678,27,1.73,3.6,5.0,2011,3,8,6,5,16,12,2,2,0,0,24,21,4,7,52.0,48.0,0,0,1,0
2679,27,1.22,6.0,15.0,2011,8,1,8,2,14,9,0,1,0,0,47,28,3,6,56.0,44.0,0,0,1,0
2680,27,1.36,4.75,9.0,2011,9,6,8,5,11,15,1,3,0,0,19,16,8,5,54.0,46.0,1,0,0,1
2681,27,2.75,3.25,2.6,2011,8,4,8,6,13,14,2,4,0,0,9,14,2,3,52.0,48.0,1,0,0,1
2682,27,2.1,3.4,3.5,2011,2,7,5,6,9,11,1,3,0,0,14,42,2,11,43.0,57.0,1,0,0,1
2683,27,5.0,3.6,1.73,2011,4,8,6,19,8,13,2,1,0,0,10,19,4,6,39.0,61.0,1,0,0,1
2684,27,2.5,3.2,2.9,2011,4,6,5,9,11,15,1,0,0,0,19,18,2,6,52.0,48.0,0,0,0,1
2685,27,2.75,3.25,2.6,2011,2,3,6,6,14,10,1,0,0,0,17,28,4,4,46.0,54.0,0,0,0,1
2686,27,1.91,3.6,4.0,2011,11,4,4,10,12,12,2,3,0,0,8,14,4,9,47.0,53.0,1,0,0,1
2687,27,3.25,3.4,2.2,2011,4,3,11,3,12,13,2,1,0,1,18,31,3,8,48.0,52.0,1,0,0,1
2688,28,2.88,3.4,2.4,2011,8,8,6,3,8,15,0,3,0,0,28,13,7,6,57.0,43.0,1,0,1,0
2689,28,3.4,3.3,2.2,2011,10,10,6,4,10,8,0,1,0,0,15,22,6,9,53.0,47.0,0,0,0,1
2690,28,1.73,3.6,5.0,2011,8,1,9,3,4,12,0,3,0,0,14,5,10,2,61.0,39.0,0,0,0,1
2691,28,1.73,3.6,5.0,2011,9,7,6,5,11,10,0,0,0,0,31,18,4,1,58.0,42.0,0,0,0,1
2692,28,2.1,3.25,3.75,2011,5,9,8,11,10,13,0,2,1,0,20,24,3,6,43.0,57.0,1,0,0,1
2693,28,1.5,4.0,7.5,2011,4,3,8,5,14,10,1,2,0,0,29,19,9,1,49.0,51.0,1,0,1,0
2694,28,1.83,3.6,4.33,2011,4,1,7,2,15,9,1,1,0,1,33,6,10,4,60.0,40.0,0,0,0,1
2695,28,1.91,3.4,4.2,2011,3,14,3,5,13,17,2,2,0,0,19,8,4,0,47.0,53.0,1,0,0,1
2696,28,6.5,4.0,1.53,2011,5,7,5,8,15,11,0,1,0,0,31,17,8,3,40.0,60.0,1,1,0,0
2697,28,1.2,6.5,15.0,2011,6,4,9,3,8,7,0,1,0,0,21,8,7,4,53.0,47.0,0,0,0,1
2698,29,1.44,4.33,7.5,2011,9,5,7,3,11,9,3,3,0,0,45,20,5,6,60.0,40.0,1,0,0,1
2699,29,2.8,3.2,2.6,2011,7,6,9,6,11,13,2,3,0,0,19,25,6,4,52.0,48.0,0,1,0,0
2700,29,2.25,3.3,3.25,2011,6,5,8,2,13,9,0,3,0,0,8,14,6,3,58.0,42.0,0,0,0,1
2701,29,2.6,3.2,2.8,2011,8,7,4,5,12,13,2,4,0,0,33,17,5,4,60.0,40.0,1,0,0,1
2702,29,1.36,4.75,9.0,2011,3,4,4,8,16,9,3,1,0,0,18,22,4,6,44.0,56.0,0,0,1,0
2703,29,3.0,3.3,2.38,2011,5,10,9,7,11,10,0,3,0,0,25,19,7,4,44.0,56.0,1,1,0,0
2704,29,1.73,3.6,5.0,2011,8,6,5,4,12,14,2,3,0,1,24,21,9,7,52.0,48.0,0,0,0,1
2705,29,2.38,3.2,3.1,2011,6,4,5,4,9,9,3,1,0,0,23,11,7,3,52.0,48.0,1,0,0,1
2706,29,2.25,3.4,3.2,2011,7,6,5,5,19,12,5,2,0,0,29,17,9,5,57.0,43.0,0,0,0,1
2707,29,10.0,5.5,1.3,2011,5,11,9,6,3,7,0,0,0,0,22,25,3,13,42.0,58.0,1,0,0,1
2708,3,1.14,8.0,19.0,2010,7,3,10,5,5,10,1,2,0,0,34,16,9,3,63.0,37.0,0,0,1,0
2709,3,1.22,6.0,15.0,2010,9,6,2,9,8,10,0,0,0,1,21,22,7,8,56.0,44.0,0,0,1,0
2710,3,4.5,3.5,1.83,2010,6,7,8,1,4,11,0,3,0,0,11,8,3,7,43.0,57.0,0,0,0,1
2711,3,1.25,5.75,13.0,2010,10,7,6,7,12,11,3,2,0,0,34,7,16,7,51.0,49.0,1,0,0,1
2712,3,2.5,3.25,2.88,2010,7,15,6,5,20,11,4,0,0,0,16,40,4,19,43.0,57.0,0,0,0,1
2713,3,2.4,3.2,3.1,2010,2,10,3,4,20,19,7,5,0,0,21,40,5,3,42.0,58.0,1,0,0,1
2714,3,6.0,4.0,1.57,2010,12,9,6,6,9,6,1,0,0,0,45,26,4,8,41.0,59.0,1,1,0,0
2715,3,2.1,3.3,3.6,2010,9,3,3,5,15,15,2,3,1,0,12,7,6,1,54.0,46.0,1,0,0,1
2716,3,3.2,3.25,2.3,2010,9,6,10,5,14,16,1,0,0,0,19,15,4,5,51.0,49.0,1,0,0,1
2717,3,1.11,9.0,23.0,2010,8,4,11,7,5,8,0,2,0,0,16,15,6,1,64.0,36.0,0,0,1,0
2718,30,1.36,4.75,9.0,2011,9,6,8,11,8,11,0,0,1,0,31,17,12,5,60.0,40.0,0,0,1,0
2719,30,2.63,3.2,2.75,2011,3,5,3,5,11,9,3,3,1,0,18,12,3,6,46.0,54.0,1,0,0,1
2720,30,1.57,4.0,6.0,2011,18,7,12,5,6,14,0,4,0,0,19,9,6,2,52.0,48.0,1,0,1,0
2721,30,1.83,3.5,4.5,2011,8,5,5,4,14,15,1,3,0,0,29,6,9,3,52.0,48.0,1,0,0,1
2722,30,2.0,3.25,4.0,2011,9,5,3,7,14,18,2,0,0,0,23,14,7,5,53.0,47.0,0,0,0,1
