,stage,B365H,B365D,B365A,year,on_target_shot_home_team,on_target_shot_away_team,off_target_shot_home_team,off_target_shot_away_team,foul_home_team,foul_away_team,yellow_card_home_team,yellow_card_away_team,red_card_home_team,red_card_away_team,crosses_home_team,crosses_away_team,corner_home_team,corner_away_team,possession_home_team,possession_away_team,home_outcome,starplayer_Away,starplayer_Home,starplayer_No
3350,19,1.44,4.5,7.0,2012,8,8,11,4,9,10,1,3,0,0,26,14,11,2,56.0,44.0,0,0,0,1
3351,19,1.85,3.6,4.2,2012,0,3,8,4,15,11,3,0,0,0,18,25,3,5,50.0,50.0,1,0,0,1
3352,19,1.22,6.5,13.0,2012,4,9,7,6,13,17,3,3,0,0,26,23,2,2,53.0,47.0,0,0,1,0
3353,19,6.0,3.75,1.62,2012,2,8,3,8,5,8,1,1,0,0,22,42,5,7,40.0,60.0,1,0,0,1
3354,19,2.2,3.4,3.25,2012,9,4,12,8,9,11,1,0,0,0,29,19,14,9,54.0,46.0,1,0,0,1
3355,19,2.9,3.4,2.38,2012,1,3,2,7,16,16,2,1,0,0,16,13,6,4,27.0,73.0,1,0,0,1
3356,19,3.4,3.2,2.25,2012,6,9,1,7,11,7,3,1,0,0,28,22,6,8,47.0,53.0,0,0,0,1
3357,19,6.5,4.0,1.53,2012,5,14,6,9,14,15,1,3,0,0,17,27,3,7,33.0,67.0,0,1,0,0
3358,2,2.9,3.4,2.4,2012,1,7,3,9,10,9,1,0,1,0,9,22,0,9,50.0,50.0,1,0,0,1
3359,2,1.5,4.33,6.5,2012,4,3,7,8,6,14,1,0,0,0,11,13,2,3,54.0,46.0,0,0,0,1
3360,2,3.1,3.4,2.3,2012,6,3,9,7,10,8,1,0,0,0,18,19,4,4,49.0,51.0,1,0,0,1
3362,2,2.25,3.4,3.2,2012,4,2,9,1,17,15,0,2,0,0,25,16,6,2,50.0,50.0,1,0,0,1
3363,2,2.1,3.4,3.5,2012,12,8,5,4,10,9,0,0,0,0,30,13,10,3,47.0,53.0,1,0,0,1
3364,2,3.5,3.4,2.1,2012,4,5,2,14,12,9,2,0,0,0,25,26,0,11,33.0,67.0,1,0,0,1
3365,2,2.0,3.5,3.75,2012,8,8,4,7,10,12,2,1,0,0,16,30,6,8,51.0,49.0,0,0,0,1
3366,2,2.1,3.3,3.6,2012,3,6,5,3,14,19,2,4,0,0,10,23,5,4,61.0,39.0,0,0,0,1
3367,2,1.5,4.33,6.5,2012,11,7,8,5,9,6,1,2,0,0,28,17,7,5,59.0,41.0,1,0,0,1
3368,20,1.44,4.5,7.0,2012,3,5,5,2,7,9,0,1,0,0,23,31,5,5,58.0,42.0,0,0,0,1
3369,20,2.4,3.25,3.0,2012,4,3,9,4,16,9,3,2,0,0,14,9,4,3,47.0,53.0,1,0,0,1
3370,20,2.88,3.3,2.5,2012,5,7,8,5,16,14,2,3,0,0,38,17,7,7,48.0,52.0,1,0,0,1
3371,20,2.1,3.4,3.5,2012,8,6,9,2,13,11,2,1,0,0,30,13,9,8,58.0,42.0,1,0,0,1
3372,20,1.3,5.5,10.0,2012,12,11,8,5,10,5,1,0,0,0,22,27,9,6,58.0,42.0,0,0,1,0
3373,20,6.0,4.0,1.57,2012,4,7,5,4,7,11,3,1,0,1,34,28,4,9,51.0,49.0,1,1,0,0
3374,20,4.0,3.5,1.91,2012,7,8,8,5,11,9,2,1,0,0,8,23,1,9,40.0,60.0,1,0,0,1
3375,20,2.88,3.25,2.5,2012,0,7,3,6,18,13,3,4,0,0,12,34,2,2,39.0,61.0,0,0,0,1
3376,20,1.8,3.5,4.75,2012,5,5,2,1,6,11,1,2,1,0,32,15,7,4,56.0,44.0,1,0,0,1
3377,20,3.5,3.4,2.1,2012,4,9,3,5,13,16,1,3,0,0,26,23,3,8,46.0,54.0,1,0,0,1
3378,21,1.2,6.5,15.0,2013,8,4,21,2,13,8,1,1,0,0,36,3,14,2,57.0,43.0,1,0,0,1
3379,21,1.4,4.5,8.5,2013,14,6,8,1,8,6,0,1,0,0,22,13,9,5,63.0,37.0,0,0,0,1
3380,21,1.29,5.5,11.0,2013,5,1,9,1,5,10,2,2,0,0,22,8,6,2,67.0,33.0,0,0,1,0
3381,21,3.0,3.4,2.38,2013,10,12,3,1,21,9,3,2,0,0,23,27,4,6,55.0,45.0,1,0,0,1
3382,21,5.0,3.75,1.7,2013,6,3,2,4,9,7,2,0,0,0,19,22,3,3,47.0,53.0,1,0,0,1
3383,21,1.57,4.0,6.0,2013,11,5,11,2,8,21,0,4,0,0,30,10,3,2,66.0,34.0,1,0,0,1
3384,21,1.33,5.0,10.0,2013,15,2,13,4,8,9,0,0,0,0,26,7,10,3,61.0,39.0,0,0,0,1
3385,21,2.0,3.5,3.75,2013,7,3,11,6,13,9,0,0,0,0,31,11,10,5,47.0,53.0,1,0,0,1
3386,21,2.1,3.4,3.5,2013,6,5,7,7,15,11,0,0,0,0,31,19,11,3,55.0,45.0,0,0,0,1
3387,21,6.0,4.2,1.53,2013,3,7,4,4,13,5,1,1,0,0,14,25,1,6,50.0,50.0,1,1,0,0
3388,22,2.63,3.5,2.8,2013,4,6,4,9,14,19,2,4,1,1,31,21,2,7,45.0,55.0,1,1,0,0
3389,22,2.55,3.5,2.9,2013,6,2,8,5,8,7,1,1,0,0,17,19,9,5,54.0,46.0,1,0,0,1
3390,22,1.57,4.2,6.5,2013,7,3,9,1,13,5,1,4,0,0,33,7,7,1,57.0,43.0,1,0,0,1
3391,22,2.05,3.5,4.0,2013,4,8,6,6,8,12,1,1,0,0,22,21,6,8,58.0,42.0,1,0,0,1
3392,22,1.91,3.8,4.2,2013,6,5,6,7,13,16,1,4,0,0,15,14,3,1,58.0,42.0,0,0,1,0
3393,22,2.2,3.6,3.4,2013,3,3,8,5,5,9,0,1,0,0,22,15,5,4,50.0,50.0,1,0,0,1
3394,22,4.5,3.8,1.85,2013,2,9,2,10,14,9,1,1,0,0,10,14,2,6,40.0,60.0,1,1,0,0
3395,22,3.0,3.4,2.5,2013,5,3,0,6,6,14,1,1,0,0,28,12,8,4,42.0,58.0,0,0,0,1
3396,22,4.33,3.5,1.95,2013,4,6,6,3,14,7,1,0,0,0,26,19,6,7,45.0,55.0,1,0,0,1
3397,22,2.38,3.3,3.3,2013,8,4,6,4,10,13,0,3,0,0,20,26,4,5,58.0,42.0,0,0,0,1
3398,23,1.91,3.6,4.0,2013,7,6,5,4,10,12,2,1,0,0,22,29,3,9,55.0,45.0,0,0,0,1
3399,23,1.33,5.5,10.5,2013,8,2,7,3,10,8,1,1,0,0,18,11,9,4,60.0,40.0,0,0,0,1
3400,23,1.25,6.5,14.0,2013,8,0,9,2,14,6,1,2,0,0,14,22,1,2,54.0,46.0,0,0,1,0
3401,23,1.75,4.0,5.0,2013,9,0,8,3,10,10,2,3,0,0,35,12,6,2,55.0,45.0,1,0,0,1
3402,23,3.6,3.5,2.05,2013,7,6,5,4,14,12,2,1,0,0,25,27,10,6,58.0,42.0,1,0,0,1
3403,23,2.2,3.4,3.6,2013,1,4,11,5,12,9,0,0,0,0,21,24,6,6,63.0,37.0,0,0,0,1
3404,23,2.9,3.6,2.5,2013,16,3,8,2,9,15,1,4,0,0,37,18,9,4,52.0,48.0,1,0,1,0
3405,23,1.75,4.0,5.0,2013,7,5,17,7,7,10,3,3,0,0,29,24,8,8,46.0,54.0,1,0,0,1
3406,23,2.1,3.5,3.75,2013,14,4,8,3,6,12,1,0,0,0,44,4,12,2,60.0,40.0,1,0,0,1
3407,23,2.15,3.4,3.8,2013,9,7,13,6,10,16,3,2,0,0,30,11,9,0,56.0,44.0,1,0,0,1
3408,24,2.4,3.5,3.1,2013,7,4,11,5,10,8,3,1,0,0,32,18,8,6,57.0,43.0,1,0,0,1
3409,24,2.9,3.4,2.6,2013,8,5,5,7,16,11,5,2,0,0,23,21,3,4,44.0,56.0,1,0,0,1
3410,24,1.25,6.5,14.0,2013,5,9,5,10,7,10,2,1,0,0,19,22,4,8,53.0,47.0,0,0,1,0
3411,24,4.75,3.75,1.83,2013,3,8,6,3,15,13,4,1,0,0,20,26,3,6,44.0,56.0,1,1,0,0
3412,24,7.5,4.5,1.5,2013,2,8,4,8,9,7,2,2,0,0,8,33,2,10,30.0,70.0,1,1,0,0
3413,24,7.5,4.5,1.5,2013,0,4,3,9,11,17,1,2,0,0,11,15,0,6,32.0,68.0,1,0,0,1
3414,24,2.2,3.3,3.75,2013,3,6,5,5,11,10,1,1,0,0,19,21,0,1,38.0,62.0,1,0,0,1
3415,24,2.5,3.4,3.0,2013,1,8,2,9,11,13,1,2,0,0,16,16,3,4,46.0,54.0,1,0,0,1
3416,24,1.6,4.1,6.5,2013,6,3,8,4,7,13,0,2,0,0,19,13,5,2,57.0,43.0,0,0,0,1
3417,24,2.2,3.5,3.5,2013,5,3,7,6,7,8,2,0,0,0,9,23,2,8,45.0,55.0,0,0,0,1
3418,25,1.44,4.5,9.0,2013,12,1,7,5,3,10,0,3,0,0,34,10,11,1,58.0,42.0,0,0,0,1
3419,25,1.4,5.0,9.0,2013,8,0,11,5,6,24,1,4,0,0,52,9,15,2,64.0,36.0,1,0,0,1
3420,25,5.5,4.2,1.65,2013,9,8,8,8,9,15,1,1,0,0,25,31,5,8,36.0,64.0,1,1,0,0
3421,25,1.83,3.9,4.5,2013,3,9,5,10,15,10,2,4,0,0,23,28,9,10,49.0,51.0,1,0,1,0
3422,25,4.0,3.6,2.0,2013,11,6,5,6,11,6,2,3,0,0,22,19,5,4,43.0,57.0,0,0,0,1
3423,25,1.95,3.6,4.33,2013,5,9,8,3,9,17,2,5,0,0,29,19,10,9,52.0,48.0,1,0,0,1
3424,25,2.5,3.4,3.0,2013,3,6,6,6,13,14,1,3,0,0,37,29,6,8,50.0,50.0,0,0,0,1
3425,25,3.6,3.4,2.2,2013,3,9,1,12,12,9,1,0,1,0,7,37,2,17,35.0,65.0,1,1,0,0
3426,25,2.4,3.4,3.2,2013,5,4,9,5,4,6,1,1,0,0,23,21,5,3,44.0,56.0,0,0,0,1
3427,25,2.2,3.5,3.5,2013,2,12,2,10,6,17,0,2,0,0,17,26,8,5,55.0,45.0,1,0,0,1
3428,26,2.63,3.4,2.88,2013,3,8,5,8,16,13,3,2,0,0,21,40,4,10,46.0,54.0,0,0,0,1
3429,26,1.36,5.5,9.5,2013,8,4,9,3,7,10,1,2,0,0,28,13,10,6,68.0,32.0,0,0,0,1
3430,26,1.4,5.0,9.0,2013,14,2,12,1,8,10,1,4,0,0,31,12,13,5,59.0,41.0,1,0,0,1
3431,26,1.75,3.9,5.0,2013,4,8,4,2,12,13,0,2,0,0,28,27,7,6,53.0,47.0,0,0,1,0
3432,26,2.3,3.4,3.4,2013,8,4,7,3,10,15,2,2,0,0,25,20,3,4,44.0,56.0,1,0,0,1
3433,26,5.75,4.0,1.67,2013,4,5,8,2,11,12,1,2,0,0,21,29,6,6,50.0,50.0,0,1,0,0
3434,26,1.91,3.5,4.6,2013,10,3,4,2,10,5,2,0,0,0,42,23,11,3,57.0,43.0,0,0,0,1
3435,26,4.5,3.6,1.91,2013,7,8,6,9,9,14,3,2,0,0,48,8,11,2,44.0,56.0,1,0,0,1
3436,26,1.83,3.75,4.75,2013,9,8,1,7,6,11,1,3,0,0,13,10,5,2,58.0,42.0,0,0,0,1
3437,26,1.67,4.0,5.75,2013,7,5,8,4,6,11,0,2,0,0,23,22,11,5,51.0,49.0,0,0,1,0
3438,27,1.33,5.5,11.0,2013,13,4,10,2,5,6,1,2,0,0,47,13,11,2,53.0,47.0,0,0,0,1
3439,27,2.2,3.3,3.75,2013,7,2,12,5,6,11,1,3,0,0,28,22,9,4,55.0,45.0,0,0,0,1
3440,27,1.57,4.4,6.0,2013,8,3,15,0,3,9,0,1,0,0,25,8,10,1,61.0,39.0,0,0,0,1
3441,27,1.95,3.6,4.33,2013,7,4,6,3,18,6,3,1,0,0,25,29,6,6,49.0,51.0,0,0,1,0
3442,27,2.2,3.5,3.2,2013,4,3,5,4,7,11,0,4,0,0,19,16,7,3,58.0,42.0,0,0,0,1
3443,27,3.8,3.5,2.1,2013,5,4,2,7,9,8,1,1,0,0,18,16,7,5,43.0,57.0,0,0,0,1
3444,27,7.0,4.33,1.53,2013,5,7,8,5,11,8,0,0,0,0,25,22,2,3,51.0,49.0,1,1,0,0
3445,27,2.63,3.4,2.88,2013,1,7,6,5,9,11,1,1,1,0,24,25,2,9,39.0,61.0,1,0,0,1
3446,27,2.05,3.5,4.0,2013,3,4,10,4,9,5,2,1,0,0,12,10,4,4,49.0,51.0,0,0,0,1
3447,27,3.6,3.5,2.15,2013,8,12,2,11,11,7,4,1,0,0,28,24,6,12,35.0,65.0,1,1,0,0
3448,28,7.5,4.5,1.44,2013,3,10,8,9,12,15,2,0,0,0,32,17,6,5,46.0,54.0,1,1,0,0
3449,28,1.4,5.0,9.0,2013,19,5,5,4,13,13,1,2,0,0,30,20,9,7,53.0,47.0,0,0,0,1
3450,28,1.38,5.0,10.0,2013,9,5,7,5,8,8,1,1,0,0,30,30,9,10,57.0,43.0,0,0,0,1
3451,28,1.33,5.5,11.0,2013,5,0,6,2,4,11,0,4,0,0,25,11,7,3,55.0,45.0,0,0,1,0
3452,28,1.85,3.8,4.5,2013,11,3,8,2,8,15,1,3,0,0,37,9,6,3,59.0,41.0,1,0,0,1
3453,28,2.15,3.25,4.0,2013,7,8,6,4,9,13,1,2,0,0,25,14,4,2,49.0,51.0,1,0,0,1
3454,28,2.4,3.3,3.3,2013,3,3,6,3,7,10,1,3,0,0,29,11,7,3,49.0,51.0,1,0,0,1
3455,28,2.1,3.6,3.75,2013,5,5,3,6,7,9,0,2,0,0,17,28,7,7,52.0,48.0,0,0,0,1
3456,28,2.3,3.6,3.25,2013,5,6,5,7,18,13,3,1,0,0,16,24,4,6,52.0,48.0,0,0,1,0
3457,28,4.5,3.75,1.85,2013,9,3,6,1,12,15,2,2,0,0,19,14,4,3,50.0,50.0,1,0,0,1
3458,29,1.75,3.9,5.0,2013,5,6,4,4,8,11,2,3,0,0,24,11,8,1,55.0,45.0,1,0,0,1
3459,29,4.75,3.8,1.8,2013,6,9,6,4,12,12,2,1,0,0,21,24,6,5,53.0,47.0,1,0,0,1
3460,29,1.95,3.8,4.0,2013,3,7,5,8,9,10,1,1,0,0,13,19,1,4,41.0,59.0,0,1,0,0
3461,29,1.25,6.5,14.0,2013,5,9,8,2,12,7,2,1,0,0,13,13,5,4,50.0,50.0,0,0,1,0
3462,29,1.83,3.7,4.8,2013,5,4,5,1,8,9,1,1,0,0,33,12,14,4,57.0,43.0,0,0,0,1
3463,29,2.5,3.4,3.0,2013,4,8,2,6,10,11,2,3,0,0,20,32,1,7,46.0,54.0,1,0,0,1
3464,29,2.25,3.4,3.5,2013,5,2,9,6,4,18,0,2,0,0,24,22,4,5,45.0,55.0,0,0,0,1
3465,29,2.45,3.4,3.1,2013,4,4,6,13,9,9,2,3,0,0,30,12,5,1,45.0,55.0,1,0,0,1
3466,29,2.45,3.3,3.2,2013,6,4,5,5,13,9,1,1,0,0,16,19,3,3,45.0,55.0,0,0,0,1
3467,29,5.5,3.9,1.7,2013,2,8,7,5,13,7,1,0,0,0,22,36,2,5,43.0,57.0,1,1,0,0
3468,3,1.25,5.5,13.0,2012,9,3,13,2,13,13,0,2,0,0,19,17,1,5,60.0,40.0,0,0,0,1
3469,3,2.0,3.5,3.75,2012,7,5,10,4,13,6,2,2,0,0,31,16,10,2,54.0,46.0,1,0,0,1
3470,3,1.18,7.0,15.0,2012,6,5,4,4,12,3,2,1,0,0,18,14,8,3,53.0,47.0,0,0,1,0
3471,3,1.62,3.75,6.0,2012,7,8,10,5,4,13,1,4,0,0,38,19,10,5,54.0,46.0,1,0,0,1
3472,3,6.0,4.2,1.53,2012,3,5,8,10,7,3,1,0,0,0,11,21,4,7,43.0,57.0,1,1,0,0
3473,3,2.2,3.3,3.4,2012,8,3,4,2,13,6,1,1,1,0,31,11,8,0,59.0,41.0,1,0,0,1
3474,3,1.36,5.0,8.5,2012,6,4,7,7,7,5,1,0,1,0,14,13,4,2,58.0,42.0,1,0,0,1
3475,3,3.0,3.3,2.38,2012,4,7,7,6,8,10,1,4,0,0,19,26,6,3,63.0,37.0,0,0,0,1
3476,3,2.5,3.25,2.88,2012,7,12,8,3,12,4,0,0,0,0,26,23,6,6,50.0,50.0,0,0,0,1
3477,3,2.25,3.25,3.3,2012,7,9,5,9,14,11,1,2,0,0,11,22,2,1,61.0,39.0,1,0,0,1
3478,30,2.3,3.4,3.4,2013,5,7,7,11,15,9,3,2,0,0,26,21,9,6,59.0,41.0,0,0,0,1
3479,30,1.4,5.0,9.0,2013,11,9,8,5,5,12,0,2,0,0,19,20,5,5,48.0,52.0,0,0,0,1
3480,30,3.9,3.6,2.05,2013,4,13,4,7,19,8,4,3,1,0,28,18,12,6,55.0,45.0,0,1,0,0
3481,30,1.17,9.0,19.0,2013,6,3,8,2,7,18,0,2,0,0,23,24,5,4,58.0,42.0,0,0,1,0
3482,30,4.2,3.8,1.91,2013,9,8,6,3,10,10,0,1,0,0,23,15,7,5,56.0,44.0,0,0,0,1
3483,30,2.5,3.3,3.1,2013,8,5,8,4,15,13,2,2,0,0,39,16,7,1,56.0,44.0,1,0,0,1
3484,30,2.05,3.5,4.0,2013,7,2,8,5,12,12,1,3,0,1,31,23,5,9,50.0,50.0,1,0,0,1
3485,30,3.4,3.5,2.25,2013,1,6,7,5,2,5,1,1,0,0,11,24,3,7,46.0,54.0,1,0,0,1
3486,30,1.5,4.5,7.5,2013,5,0,7,5,10,8,1,1,0,0,25,14,5,5,58.0,42.0,1,0,1,0
3487,30,2.3,3.4,3.4,2013,6,3,7,5,10,13,1,2,0,0,20,23,7,3,52.0,48.0,0,0,0,1
3488,31,1.25,6.5,15.0,2013,8,3,9,1,8,10,0,1,0,0,28,15,11,3,69.0,31.0,0,0,0,1
3489,31,5.0,4.0,1.75,2013,6,12,5,6,10,9,1,1,0,0,23,15,7,8,45.0,55.0,1,0,0,1
3490,31,1.57,3.9,7.5,2013,10,7,5,5,13,18,1,3,0,0,20,25,4,3,54.0,46.0,0,0,0,1
3491,31,2.0,3.6,4.0,2013,3,8,4,8,10,7,2,1,1,0,13,23,3,6,57.0,43.0,0,0,0,1
3492,31,1.33,5.5,11.0,2013,10,1,7,4,7,8,0,2,0,0,26,14,9,2,64.0,36.0,0,0,1,0
3493,31,3.5,3.5,2.2,2013,5,6,4,3,9,8,2,1,0,0,16,23,7,7,54.0,46.0,0,0,0,1
3494,31,6.0,4.0,1.65,2013,2,11,7,3,16,8,3,1,0,0,22,21,3,6,51.0,49.0,1,1,0,0
3495,31,3.4,3.4,2.3,2013,4,3,8,2,4,10,2,4,0,0,19,9,5,2,63.0,37.0,1,1,0,0
3496,31,2.3,3.4,3.4,2013,5,10,5,7,11,15,1,1,0,1,29,16,5,3,48.0,52.0,0,0,0,1
3497,31,1.95,3.6,4.33,2013,4,5,9,5,14,12,1,2,0,0,24,19,10,3,46.0,54.0,0,0,0,1
3498,32,1.36,5.0,11.0,2013,7,2,8,4,8,13,0,2,0,0,30,17,8,5,58.0,42.0,0,0,0,1
3499,32,1.36,5.5,9.0,2013,10,5,10,7,9,5,0,1,0,0,28,18,12,2,66.0,34.0,1,0,0,1
3500,32,2.3,3.5,3.3,2013,7,5,9,6,13,22,3,5,0,0,40,20,9,4,51.0,49.0,1,0,1,0
3501,32,2.1,3.5,3.8,2013,6,3,12,2,11,8,2,2,0,0,28,14,10,3,47.0,53.0,0,0,0,1
3502,32,2.63,3.3,2.9,2013,4,9,5,6,7,16,5,3,0,0,21,26,2,5,35.0,65.0,1,0,0,1
3503,32,2.38,3.4,3.25,2013,1,12,5,6,10,13,2,3,1,0,23,24,2,10,47.0,53.0,1,0,0,1
3504,32,3.3,3.6,2.25,2013,5,3,5,8,8,11,0,0,0,0,34,17,8,4,42.0,58.0,1,0,0,1
3505,32,2.1,3.4,4.0,2013,6,5,7,3,13,13,3,1,0,0,32,10,4,2,48.0,52.0,1,0,0,1
3506,32,2.2,3.4,3.6,2013,7,2,9,5,17,8,1,1,0,0,34,14,7,6,54.0,46.0,1,0,0,1
3507,32,4.1,3.7,1.95,2013,6,5,11,5,5,13,2,4,0,1,25,9,6,4,49.0,51.0,1,0,0,1
3508,33,1.25,6.5,14.0,2013,6,4,5,1,10,11,1,2,0,0,29,15,9,3,53.0,47.0,0,0,0,1
3509,33,2.3,3.3,3.5,2013,7,3,8,7,5,15,1,2,0,0,36,13,9,5,51.0,49.0,1,0,0,1
3510,33,1.95,3.75,4.0,2013,6,5,8,7,8,17,1,2,0,0,26,18,6,5,52.0,48.0,1,1,0,0
3511,33,1.44,4.75,8.0,2013,9,7,3,4,6,12,3,3,0,0,31,16,13,5,60.0,40.0,0,0,0,1
3512,33,1.4,5.0,9.0,2013,10,10,8,8,8,5,2,1,0,0,15,21,6,8,54.0,46.0,0,0,0,1
3513,33,1.95,3.5,4.5,2013,7,5,6,0,14,8,3,2,0,0,37,20,10,9,51.0,49.0,1,0,0,1
3514,33,8.0,4.75,1.45,2013,4,13,3,11,10,9,2,1,0,0,26,22,4,9,39.0,61.0,1,0,0,1
3515,33,1.91,3.75,4.2,2013,13,4,4,2,12,16,2,3,0,0,27,13,7,4,57.0,43.0,1,0,0,1
3516,33,7.0,3.9,1.6,2013,4,2,8,6,10,10,1,1,0,0,15,12,3,7,44.0,56.0,1,1,0,0
3517,33,1.83,3.75,4.75,2013,8,5,6,3,16,13,2,2,0,0,26,8,4,4,56.0,44.0,1,0,0,1
3518,34,5.0,4.0,1.75,2013,6,6,2,3,12,8,0,2,1,1,15,22,7,3,38.0,62.0,1,0,0,1
3519,34,2.15,3.6,3.6,2013,10,5,10,4,10,11,5,3,0,0,26,11,8,5,47.0,53.0,1,0,0,1
3520,34,1.25,6.75,13.0,2013,3,7,6,5,10,6,1,0,0,0,27,21,5,3,52.0,48.0,0,0,1,0
3521,34,1.75,3.8,5.25,2013,5,5,10,5,12,13,2,3,0,0,28,20,8,8,45.0,55.0,0,0,0,1
3522,34,2.25,3.4,3.5,2013,8,7,19,8,9,15,1,2,0,0,17,21,5,5,54.0,46.0,1,0,0,1
3523,34,3.4,3.4,2.3,2013,4,7,5,3,7,16,1,2,0,0,13,25,3,10,51.0,49.0,0,0,0,1
3524,34,2.38,3.5,3.1,2013,7,5,7,3,12,13,0,0,0,0,29,13,7,2,53.0,47.0,1,0,0,1
3525,34,3.25,3.6,2.3,2013,6,4,3,6,13,11,3,3,0,0,21,12,4,5,56.0,44.0,0,0,1,0
3526,34,2.25,3.5,3.4,2013,3,5,5,5,9,13,0,2,0,0,26,11,15,2,59.0,41.0,1,0,0,1
3527,34,2.3,3.5,3.3,2013,7,10,7,8,12,10,3,1,0,0,18,26,3,6,44.0,56.0,0,0,0,1
3528,35,2.25,3.6,3.3,2013,9,5,8,6,11,12,3,5,0,0,20,13,7,2,45.0,55.0,1,1,0,0
3529,35,2.3,3.4,3.4,2013,6,5,2,3,10,13,0,3,0,1,24,15,4,5,61.0,39.0,0,0,0,1
3530,35,1.36,5.5,9.0,2013,17,6,6,4,7,11,1,3,0,0,17,12,5,3,60.0,40.0,0,0,0,1
3531,35,1.5,4.5,7.5,2013,10,5,10,3,11,18,1,3,0,0,32,15,7,2,60.0,40.0,0,0,0,1
3532,35,1.29,6.0,12.0,2013,8,3,8,4,8,9,1,3,0,0,17,34,9,4,61.0,39.0,0,0,1,0
3533,35,2.88,3.6,2.5,2013,4,5,6,2,13,7,3,2,0,0,23,19,5,7,51.0,49.0,1,0,0,1
3534,35,2.55,3.5,2.88,2013,6,5,6,12,13,13,0,2,0,0,33,23,9,7,54.0,46.0,1,0,0,1
3535,35,1.85,3.75,4.6,2013,4,6,13,3,9,11,2,2,2,1,31,22,7,6,55.0,45.0,1,0,0,1
3536,35,2.25,3.3,3.6,2013,5,1,8,5,11,8,4,2,0,0,15,23,6,3,47.0,53.0,0,0,0,1
3537,35,3.8,3.6,2.05,2013,2,6,2,9,14,11,3,1,0,0,15,15,3,3,53.0,47.0,1,1,0,0
3538,36,1.73,3.9,5.25,2013,11,10,7,7,10,8,2,1,0,0,26,14,3,3,49.0,51.0,1,0,0,1
3539,36,1.95,3.6,4.2,2013,7,2,9,8,10,11,1,2,0,0,19,19,3,5,51.0,49.0,1,0,0,1
3540,36,2.2,3.5,3.5,2013,3,6,7,9,13,10,2,1,1,0,20,22,2,7,48.0,52.0,1,0,1,0
3541,36,2.55,3.3,3.0,2013,5,5,7,8,15,13,2,3,0,0,29,16,6,5,57.0,43.0,1,0,0,1
3542,36,8.0,4.75,1.44,2013,7,9,6,1,7,8,2,1,0,0,23,16,3,7,41.0,59.0,1,0,0,1
3543,36,2.1,3.3,4.0,2013,5,6,9,4,7,12,2,2,1,0,23,16,5,6,59.0,41.0,1,0,0,1
3544,36,5.25,3.8,1.75,2013,1,7,6,5,8,9,0,0,0,0,14,18,4,4,52.0,48.0,1,1,0,0
3545,36,1.44,4.75,8.0,2013,2,2,4,6,10,11,1,1,0,0,26,15,5,5,61.0,39.0,0,0,1,0
3546,36,2.45,3.5,3.0,2013,10,5,5,6,10,10,4,3,0,0,20,19,7,5,47.0,53.0,1,0,0,1
3547,36,2.38,3.4,3.25,2013,6,6,5,5,12,13,1,2,0,0,23,13,7,3,50.0,50.0,1,0,0,1
3548,37,1.4,5.5,8.0,2013,8,5,8,5,11,11,0,2,0,0,27,16,7,4,51.0,49.0,0,0,0,1
3549,37,4.5,3.8,1.85,2013,7,9,7,3,13,8,2,3,0,0,31,26,6,7,44.0,56.0,1,0,0,1
3550,37,1.5,4.5,7.5,2013,11,2,11,4,3,10,1,2,0,0,25,13,7,1,60.0,40.0,0,0,0,1
3551,37,3.9,3.6,2.05,2013,6,8,2,6,2,9,0,1,0,0,18,20,7,8,45.0,55.0,1,0,0,1
3552,37,1.3,5.75,12.0,2013,5,3,9,5,5,8,0,0,0,0,24,14,7,5,55.0,45.0,0,0,1,0
3553,37,2.2,3.4,3.6,2013,5,6,3,2,8,9,2,1,0,0,32,19,8,2,48.0,52.0,0,0,0,1
3554,37,3.4,3.4,2.3,2013,3,5,5,5,10,9,1,3,0,0,11,7,2,2,47.0,53.0,1,0,0,1
3555,37,6.0,4.33,1.6,2013,8,19,3,6,7,7,0,1,0,0,13,24,4,10,38.0,62.0,1,1,0,0
3556,37,4.5,3.6,1.91,2013,1,11,4,9,13,6,4,1,0,0,24,22,2,11,50.0,50.0,1,1,0,0
3557,37,2.8,3.2,2.8,2013,4,10,2,7,9,12,0,2,0,0,23,33,3,10,41.0,59.0,1,0,0,1
3558,38,1.7,4.0,5.5,2013,11,8,11,6,5,5,2,2,0,0,17,13,7,4,47.0,53.0,0,0,0,1
3559,38,1.25,7.0,12.0,2013,19,4,10,8,7,3,1,3,0,0,32,6,14,0,61.0,39.0,0,0,0,1
3560,38,1.33,5.5,11.0,2013,3,6,7,6,9,9,1,0,0,0,28,18,7,7,49.0,51.0,1,0,0,1
3561,38,6.0,4.6,1.55,2013,3,3,4,8,17,9,1,2,0,0,24,31,4,4,48.0,52.0,1,0,0,1
3562,38,1.75,3.8,5.25,2013,7,2,4,4,10,7,0,2,0,0,26,22,3,4,55.0,45.0,1,0,0,1
3563,38,1.8,3.8,4.75,2013,13,1,9,4,11,8,2,1,0,0,25,4,8,0,66.0,34.0,1,0,0,1
3564,38,1.29,6.0,12.0,2013,21,5,10,2,6,12,1,3,0,0,39,10,14,1,65.0,35.0,0,0,1,0
3565,38,4.5,3.9,1.83,2013,4,5,9,7,9,8,0,1,0,0,18,27,3,5,42.0,58.0,1,1,0,0
